"","LoanStart","LoanEnd","PlayerNames","Age","PlayerLoanClub","clubCountry","PlayerAppearences","MarketValue","MarketFluctuation","club"
"1","03/01/2019","30/06/2019","Christian Pulisic","20","Bor. Dortmund","Germany",14,"60,00 Mill. €  "," ","Chelsea"
"2","28/01/2019","30/06/2020","Álvaro Morata","26","Atlético Madrid","Spain",5,"50,00 Mill. €  "," ","Chelsea"
"3","13/08/2018","30/06/2019","Tiemoué Bakayoko","23","AC Milan","Italy",21,"35,00 Mill. €  "," ","Chelsea"
"4","10/08/2018","30/01/2019","Michy Batshuayi","24","Valencia","Spain",15,"30,00 Mill. €  "," ","Chelsea"
"5","31/01/2019","31/05/2019","Michy Batshuayi","25","Crystal Palace","England",6,"30,00 Mill. €  "," ","Chelsea"
"6","09/08/2018","30/06/2019","Kurt Zouma","23","Everton","England",25,"20,00 Mill. €  "," ","Chelsea"
"7","25/01/2019","30/06/2020","Victor Moses","28","Fenerbahce","Turkey",7,"18,00 Mill. €  "," ","Chelsea"
"8","31/08/2018","31/05/2019","Tammy Abraham","20","Aston Villa","England",30,"15,00 Mill. €  "," ","Chelsea"
"9","23/01/2018","31/05/2019","Kenedy","21","Newcastle","England",22,"10,00 Mill. €  "," ","Chelsea"
"10","14/08/2018","30/06/2019","Ola Aina","21","Torino","Italy",23,"8,50 Mill. €  "," ","Chelsea"
"11","25/07/2018","30/06/2019","Mario Pasalic","23","Atalanta","Italy",23,"7,00 Mill. €  "," ","Chelsea"
"12","01/07/2018","08/01/2019","Lewis Baker","23","Leeds","England",11,"5,50 Mill. €  "," ","Chelsea"
"13","29/01/2018","28/01/2019","Abdul Rahman Baba","23","FC Schalke 04","Germany",2,"5,00 Mill. €  "," ","Chelsea"
"14","15/08/2018","30/06/2019","Kenneth Omeruo","24","CD Leganés","Spain",20,"5,00 Mill. €  "," ","Chelsea"
"15","09/01/2019","31/05/2019","Lewis Baker","23","Reading","England",9,"5,00 Mill. €  "," ","Chelsea"
"16","29/01/2019","30/06/2019","Abdul Rahman Baba","24","Reims","France",3,"5,00 Mill. €  "," ","Chelsea"
"17","23/08/2018","31/05/2019","Tomas Kalas","25","Bristol City","England",27,"4,00 Mill. €  "," ","Chelsea"
"18","06/08/2018","24/01/2019","Matt Miazga","23","FC Nantes","France",8,"3,00 Mill. €  "," ","Chelsea"
"19","31/08/2018","31/05/2019","Michael Hector","26","Sheff Wed","England",27,"3,00 Mill. €  "," ","Chelsea"
"20","31/08/2018","30/06/2019","Charly Musonda Jr.","21","Vitesse","Netherlands",0,"3,00 Mill. €  "," ","Chelsea"
"21","25/01/2019","31/05/2019","Matt Miazga","23","Reading","England",8,"3,00 Mill. €  "," ","Chelsea"
"22","01/07/2017","30/06/2019","Danilo Pantic","20","Partizan","Serbia",20,"2,75 Mill. €  "," ","Chelsea"
"23","31/01/2019","30/06/2019","Lucas Piazón","25","Chievo Verona","Italy",2,"2,50 Mill. €  "," ","Chelsea"
"24","06/07/2018","30/06/2019","Eduardo","35","Vitesse","Netherlands",25,"1,00 Mill. €  "," ","Chelsea"
"25","17/07/2018","31/05/2019","Todd Kane","24","Hull City","England",32,"1,00 Mill. €  "," ","Chelsea"
"26","24/07/2018","30/06/2019","Nathan","22","Atlético-MG","Brazil",0,"900 Th. €  "," ","Chelsea"
"27","16/07/2018","16/11/2018","Jamal Blackman","24","Leeds","England",0,"500 Th. €  "," ","Chelsea"
"28","17/07/2018","31/05/2019","Mason Mount","19","Derby","England",26,"10,00 Mill. €  "," ","Chelsea"
"29","06/08/2018","31/05/2019","Fikayo Tomori","20","Derby","England",34,"7,00 Mill. €  "," ","Chelsea"
"30","30/08/2018","31/05/2019","Isaiah Brown","21","Leeds","England",1,"5,00 Mill. €  "," ","Chelsea"
"31","02/07/2018","30/06/2019","Jake Clarke-Salter","20","Vitesse","Netherlands",21,"2,00 Mill. €  "," ","Chelsea"
"32","30/07/2018","08/01/2019","Kasey Palmer","21","Blackburn","England",14,"1,50 Mill. €  "," ","Chelsea"
"33","09/08/2018","31/05/2019","Jay Dasilva","20","Bristol City","England",19,"1,50 Mill. €  "," ","Chelsea"
"34","09/01/2019","31/05/2019","Kasey Palmer","22","Bristol City","England",7,"1,50 Mill. €  "," ","Chelsea"
"35","27/07/2018","31/05/2019","Victorien Angban","21","FC Metz","France",19,"1,25 Mill. €  "," ","Chelsea"
"36","01/07/2018","31/05/2019","Trevoh Chalobah","18","Ipswich","England",34,"1,00 Mill. €  "," ","Chelsea"
"37","01/07/2018","31/05/2019","Reece James","18","Wigan","England",36,"1,00 Mill. €  "," ","Chelsea"
"38","31/08/2018","30/06/2019","Kylian Hazard","23","Cercle Brugge","Belgium",17,"1,00 Mill. €  "," ","Chelsea"
"39","12/07/2018","31/01/2019","Joao Rodríguez","22","CD Tenerife","Spain",13,"500 Th. €  "," ","Chelsea"
"40","21/07/2018","31/12/2018","Charlie Colkett","21","Shrewsbury","England",1,"400 Th. €  "," ","Chelsea"
"41","31/08/2018","30/06/2019","Fankaty Dabo","22","Sparta R.","Netherlands",13,"350 Th. €  "," ","Chelsea"
"42","30/08/2018","06/01/2019","Ike Ugbo","19","Scunthorpe Utd.","England",15,"250 Th. €  "," ","Chelsea"
"43","10/08/2018","30/06/2019","Josimar Quintero","21","Lleida Esportiu","Spain",13,"100 Th. €  "," ","Chelsea"
"44","01/07/2018","03/01/2019","Ruben Sammut","20","Falkirk FC","Scotland",12,"50 Th. €  "," ","Chelsea"
"45","14/07/2018","31/12/2018","Kyle Scott","20","Telstar","Netherlands",14,"50 Th. €  "," ","Chelsea"
"46","01/07/2018","31/05/2019","Nathan Baxter","19","Yeovil Town","England",24,"-  "," ","Chelsea"
"47","01/07/2018","31/05/2019","Dujon Sterling","18","Coventry","England",27,"-  "," ","Chelsea"
"48","26/07/2018","31/05/2019","Jacob Maddox","19","Cheltenham Town","England",31,"-  "," ","Chelsea"
"49","31/08/2018","31/05/2019","Bradley Collins","21","Burton Albion","England",23,"-  "," ","Chelsea"
