"","LoanStart","LoanEnd","PlayerNames","Age","PlayerLoanClub","clubCountry","PlayerAppearences","MarketValue","MarketFluctuation","club"
"1","03/01/2019","30/06/2019","Christian Pulisic","20","Bor. Dortmund","Germany",14,"60,00 Mill. €  "," ","Chelsea"
"2","28/01/2019","30/06/2020","Álvaro Morata","26","Atlético Madrid","Spain",5,"50,00 Mill. €  "," ","Chelsea"
"3","13/08/2018","30/06/2019","Tiemoué Bakayoko","23","AC Milan","Italy",21,"35,00 Mill. €  "," ","Chelsea"
"4","10/08/2018","30/01/2019","Michy Batshuayi","24","Valencia","Spain",15,"30,00 Mill. €  "," ","Chelsea"
"5","31/01/2019","31/05/2019","Michy Batshuayi","25","Crystal Palace","England",6,"30,00 Mill. €  "," ","Chelsea"
"6","09/08/2018","30/06/2019","Kurt Zouma","23","Everton","England",25,"20,00 Mill. €  "," ","Chelsea"
"7","25/01/2019","30/06/2020","Victor Moses","28","Fenerbahce","Turkey",7,"18,00 Mill. €  "," ","Chelsea"
"8","31/08/2018","31/05/2019","Tammy Abraham","20","Aston Villa","England",30,"15,00 Mill. €  "," ","Chelsea"
"9","23/01/2018","31/05/2019","Kenedy","21","Newcastle","England",22,"10,00 Mill. €  "," ","Chelsea"
"10","14/08/2018","30/06/2019","Ola Aina","21","Torino","Italy",23,"8,50 Mill. €  "," ","Chelsea"
"11","25/07/2018","30/06/2019","Mario Pasalic","23","Atalanta","Italy",23,"7,00 Mill. €  "," ","Chelsea"
"12","01/07/2018","08/01/2019","Lewis Baker","23","Leeds","England",11,"5,50 Mill. €  "," ","Chelsea"
"13","29/01/2018","28/01/2019","Abdul Rahman Baba","23","FC Schalke 04","Germany",2,"5,00 Mill. €  "," ","Chelsea"
"14","15/08/2018","30/06/2019","Kenneth Omeruo","24","CD Leganés","Spain",20,"5,00 Mill. €  "," ","Chelsea"
"15","09/01/2019","31/05/2019","Lewis Baker","23","Reading","England",9,"5,00 Mill. €  "," ","Chelsea"
"16","29/01/2019","30/06/2019","Abdul Rahman Baba","24","Reims","France",3,"5,00 Mill. €  "," ","Chelsea"
"17","23/08/2018","31/05/2019","Tomas Kalas","25","Bristol City","England",27,"4,00 Mill. €  "," ","Chelsea"
"18","06/08/2018","24/01/2019","Matt Miazga","23","FC Nantes","France",8,"3,00 Mill. €  "," ","Chelsea"
"19","31/08/2018","31/05/2019","Michael Hector","26","Sheff Wed","England",27,"3,00 Mill. €  "," ","Chelsea"
"20","31/08/2018","30/06/2019","Charly Musonda Jr.","21","Vitesse","Netherlands",0,"3,00 Mill. €  "," ","Chelsea"
"21","25/01/2019","31/05/2019","Matt Miazga","23","Reading","England",8,"3,00 Mill. €  "," ","Chelsea"
"22","01/07/2017","30/06/2019","Danilo Pantic","20","Partizan","Serbia",20,"2,75 Mill. €  "," ","Chelsea"
"23","31/01/2019","30/06/2019","Lucas Piazón","25","Chievo Verona","Italy",2,"2,50 Mill. €  "," ","Chelsea"
"24","06/07/2018","30/06/2019","Eduardo","35","Vitesse","Netherlands",25,"1,00 Mill. €  "," ","Chelsea"
"25","17/07/2018","31/05/2019","Todd Kane","24","Hull City","England",32,"1,00 Mill. €  "," ","Chelsea"
"26","24/07/2018","30/06/2019","Nathan","22","Atlético-MG","Brazil",0,"900 Th. €  "," ","Chelsea"
"27","16/07/2018","16/11/2018","Jamal Blackman","24","Leeds","England",0,"500 Th. €  "," ","Chelsea"
