"","LoanStart","LoanEnd","PlayerNames","Age","PlayerLoanClub","clubCountry","PlayerAppearences","MarketValue","MarketFluctuation","club"
"1","14/08/2012","02/01/2013","Sam Walker","20","Bristol Rovers","England",11,"-  "," ","Chelsea"
"2","10/08/2012","07/01/2013","Ben Gordon","21","Birmingham","England",1,"-  "," ","Chelsea"
"3","04/09/2012","30/06/2014","Jhon Pírez","19","CD Leganés","Spain",0,"-  "," ","Chelsea"
"4","23/08/2012","01/09/2012","Archange Nkumu","18","Yeovil Town","England",1,"-  "," ","Chelsea"
"5","13/07/2012","26/09/2012","Rohan Ince","19","Yeovil Town","England",2,"-  "," ","Chelsea"
"6","23/10/2012","13/12/2012","Archange Nkumu","18","Colchester Utd.","England",0,"-  "," ","Chelsea"
"7","11/01/2013","31/05/2013","Billy Clifford","20","Colchester Utd.","England",18,"-  "," ","Chelsea"
"8","14/01/2013","19/01/2014","Sam Walker","21","Colchester Utd.","England",19,"-  "," ","Chelsea"
"9","01/10/2012","01/11/2012","James Ashton","19","Charlton","England",0,"-  "," ","Chelsea"
"10","28/02/2013","31/05/2013","George Saville","19","Millwall","England",3,"-  "," ","Chelsea"
"11","01/06/2012","05/07/2012","Jhon Pírez","19","Defensor U19","Uruguay",0,"-  "," ","Chelsea"
