"","LoanStart","LoanEnd","PlayerNames","Age","PlayerLoanClub","clubCountry","PlayerAppearences","MarketValue","MarketFluctuation","club"
"1","31/01/2018","30/06/2018","Jeff Reine-Adélaïde","20","SCO Angers","France",10,"3,00 Mill. €  "," ","Arsenal"
"2","31/08/2017","23/01/2018","Kelechi Nwakali","19","VVV-Venlo","Netherlands",9,"300 Th. €  "," ","Arsenal"
"3","24/01/2018","30/06/2018","Kelechi Nwakali","19","MVV Maastricht","Netherlands",16,"300 Th. €  "," ","Arsenal"
"4","31/01/2018","30/06/2018","Julio Pleguezuelo","21","Gimnàstic","Spain",10,"300 Th. €  "," ","Arsenal"
"5","04/08/2017","02/01/2018","Stephy Mavididi","19","Preston NE","England",10,"250 Th. €  "," ","Arsenal"
"6","21/08/2017","31/05/2018","Cohen Bramall","21","Birmingham","England",5,"250 Th. €  "," ","Arsenal"
"7","03/01/2018","31/05/2018","Stephy Mavididi","19","Charlton","England",12,"250 Th. €  "," ","Arsenal"
"8","12/01/2018","31/05/2018","Tafari Moore","20","Wycombe","England",13,"200 Th. €  "," ","Arsenal"
"9","14/07/2017","31/05/2018","Marc Bola","19","Bristol Rovers","England",18,"100 Th. €  "," ","Arsenal"
"10","26/01/2018","31/05/2018","Ben Sheaf","19","Stevenage FC","England",10,"-  "," ","Arsenal"
