"","LoanStart","LoanEnd","PlayerNames","Age","PlayerLoanClub","clubCountry","PlayerAppearences","MarketValue","MarketFluctuation","club"
"1","02/01/2006","30/06/2010","Emmanuel Sarki","18","KVC Westerlo","Belgium",12,"400 Th. €  "," ","Chelsea"
"2","14/08/2009","31/12/2009","Liam Bridcutt","20","Stockport","England",15,"100 Th. €  "," ","Chelsea"
"3","01/04/2010","01/05/2010","Ben Gordon","19","Tranmere Rovers","England",4,"50 Th. €  "," ","Chelsea"
"4","17/08/2009","31/08/2009","Shaun Cummings","20","West Brom","England",3,"-  "," ","Chelsea"
"5","14/11/2009","01/01/2010","Nana Ofori-Twumasi","19","Dag & Red FC","England",8,"-  "," ","Chelsea"
"6","16/07/2009","30/06/2010","Miroslav Stoch","19","FC Twente","Netherlands",32,"4,50 Mill. €  "," ","Chelsea"
"7","09/07/2008","30/06/2010","Slobodan Rajkovic","19","FC Twente","Netherlands",10,"2,50 Mill. €  "," ","Chelsea"
"8","04/08/2009","31/05/2010","Franco Di Santo","20","Blackburn","England",22,"2,50 Mill. €  "," ","Chelsea"
"9","13/08/2009","31/05/2010","Michael Mancienne","21","Wolves","England",30,"2,00 Mill. €  "," ","Chelsea"
"10","06/08/2009","31/05/2010","Scott Sinclair","20","Wigan","England",18,"1,50 Mill. €  "," ","Chelsea"
"11","17/07/2009","01/06/2010","Ryan Bertrand","19","Reading","England",44,"750 Th. €  "," ","Chelsea"
"12","01/08/2009","31/12/2009","Jack Cork","20","Coventry","England",21,"750 Th. €  "," ","Chelsea"
"13","01/02/2010","01/05/2010","Jack Cork","20","Burnley","England",11,"750 Th. €  "," ","Chelsea"
"14","01/11/2009","04/01/2010","Rhys Taylor","19","QPR","England",0,"200 Th. €  "," ","Chelsea"
"15","29/01/2010","28/02/2010","Patrick van Aanholt","19","Newcastle","England",7,"50 Th. €  "," ","Chelsea"
"16","01/08/2009","01/11/2009","Lee Sawyer","19","Southend United","England",6,"-  "," ","Chelsea"
"17","07/08/2009","31/12/2009","Patrick van Aanholt","18","Coventry","England",20,"-  "," ","Chelsea"
"18","14/08/2009","02/01/2010","Jacob Mellis","18","Southampton","England",12,"-  "," ","Chelsea"
