"","LoanStart","LoanEnd","PlayerNames","Age","PlayerLoanClub","clubCountry","PlayerAppearences","MarketValue","MarketFluctuation","club"
"1","18/01/2007","30/06/2007","Giuseppe Rossi","19","Parma","Italy",19,"6,50 Mill. €  "," ","Manchester United"
"2","04/08/2006","30/06/2007","Gerard Piqué","19","Real Zaragoza","Spain",22,"4,00 Mill. €  "," ","Manchester United"
"3","01/08/2005","01/05/2007","Ben Foster","22","Watford","England",29,"3,00 Mill. €  "," ","Manchester United"
"4","01/07/2006","30/06/2007","Tim Howard","27","Everton","England",36,"2,75 Mill. €  "," ","Manchester United"
"5","31/08/2006","31/12/2006","Giuseppe Rossi","19","Newcastle","England",11,"1,85 Mill. €  "," ","Manchester United"
"6","01/07/2006","01/08/2006","Luke Steele","21","Coventry","England",5,"1,30 Mill. €  "," ","Manchester United"
"7","01/08/2006","01/12/2006","Lee Martin","19","Rangers","Scotland",7,"1,25 Mill. €  "," ","Manchester United"
"8","01/01/2007","01/05/2007","Lee Martin","19","Stoke City","England",13,"1,25 Mill. €  "," ","Manchester United"
"9","01/01/2005","31/12/2006","Fangzhuo Dong","19","Royal Antwerp","Belgium",14,"1,00 Mill. €  "," ","Manchester United"
"10","01/08/2006","01/01/2007","Chris Eagles","20","NEC Nijmegen","Netherlands",15,"700 Th. €  "," ","Manchester United"
"11","16/08/2006","28/12/2006","Phil Bardsley","21","Rangers","Scotland",5,"500 Th. €  "," ","Manchester United"
"12","08/01/2007","29/04/2007","Phil Bardsley","21","Aston Villa","England",13,"500 Th. €  "," ","Manchester United"
"13","01/07/2003","30/06/2007","Souleymane Mamam","18","Royal Antwerp","Belgium",27,"300 Th. €  "," ","Manchester United"
"14","01/08/2006","01/11/2006","Ritchie Jones","19","Colchester Utd.","England",6,"50 Th. €  "," ","Manchester United"
"15","01/02/2007","01/05/2007","Ritchie Jones","20","Barnsley FC","England",4,"50 Th. €  "," ","Manchester United"
"16","01/01/2007","01/05/2007","David Gray","18","Royal Antwerp","Belgium",1,"-  "," ","Manchester United"
"17","01/08/2006","31/05/2007","Fraizer Campbell","18","Royal Antwerp","Belgium",31,"-  "," ","Manchester United"
"18","01/08/2006","01/12/2006","Adam Eckersley","20","Bröndby IF","Denmark",4,"-  "," ","Manchester United"
"19","01/01/2007","07/05/2007","Jonny Evans","18","Sunderland","England",18,"-  "," ","Manchester United"
"20","01/01/2007","01/05/2007","Adam Eckersley","21","Barnsley FC","England",6,"-  "," ","Manchester United"
"21","01/08/2006","01/12/2006","Jonny Evans","18","Royal Antwerp","Belgium",11,"-  "," ","Manchester United"
"22","07/01/2006","31/12/2006","Danny Simpson","19","Royal Antwerp","Belgium",16,"50 Th. €  "," ","Manchester United"
"23","25/01/2007","31/05/2007","Danny Simpson","20","Sunderland","England",14,"50 Th. €  "," ","Manchester United"
"24","01/08/2006","01/05/2007","Darron Gibson","18","Royal Antwerp","Belgium",25,"-  "," ","Manchester United"
"25","01/01/2007","01/05/2007","Ryan Shawcross","19","Royal Antwerp","Belgium",16,"-  "," ","Manchester United"
