"","LoanStart","LoanEnd","PlayerNames","Age","PlayerLoanClub","clubCountry","PlayerAppearences","MarketValue","MarketFluctuation","club"
"1","31/01/2018","31/05/2018","Eliaquim Mangala","26","Everton","England",2,"15,00 Mill. €  "," ","Manchester City"
"2","18/07/2017","31/05/2018","Joe Hart","30","West Ham","England",19,"10,00 Mill. €  "," ","Manchester City"
"3","31/07/2017","30/06/2018","Pablo Maffeo","20","Girona","Spain",33,"10,00 Mill. €  "," ","Manchester City"
"4","28/08/2017","21/05/2018","Patrick Roberts","20","Celtic","Scotland",8,"7,50 Mill. €  "," ","Manchester City"
"5","31/01/2018","31/05/2018","Jack Harrison","21","Middlesbrough","England",4,"3,50 Mill. €  "," ","Manchester City"
"6","18/08/2017","31/01/2018","Olarenwaju Kayode","24","Girona","Spain",12,"3,00 Mill. €  "," ","Manchester City"
"7","31/08/2017","30/06/2018","Jason Denayer","22","Galatasaray","Turkey",22,"3,00 Mill. €  "," ","Manchester City"
"8","02/03/2018","30/06/2018","Olarenwaju Kayode","24","Shakhtar D.","Ukraine",0,"3,00 Mill. €  "," ","Manchester City"
"9","03/07/2017","31/05/2018","Bersant Celina","20","Ipswich","England",35,"2,50 Mill. €  "," ","Manchester City"
"10","01/08/2017","30/06/2019","Douglas Luiz","19","Girona","Spain",15,"2,50 Mill. €  "," ","Manchester City"
"11","01/07/2017","31/05/2018","Angus Gunn","21","Norwich","England",46,"2,00 Mill. €  "," ","Manchester City"
"12","01/08/2017","30/06/2019","Aleix García","20","Girona","Spain",20,"2,00 Mill. €  "," ","Manchester City"
"13","11/07/2017","30/06/2018","Luka Ilic","18","Red Star","Serbia",14,"2,00 Mill. €  "," ","Manchester City"
"14","16/02/2018","15/07/2018","Mix Diskerud","27","IFK Göteborg","Sweden",12,"900 Th. €  "," ","Manchester City"
"15","01/07/2017","30/06/2018","Pablo Marí","23","NAC Breda","Netherlands",31,"750 Th. €  "," ","Manchester City"
"16","27/07/2017","30/06/2018","Anthony Cáceres","24","Al-Wasl","United Arab Emirates",21,"500 Th. €  "," ","Manchester City"
"17","10/08/2017","15/01/2018","Marlos Moreno","20","Girona","Spain",2,"500 Th. €  "," ","Manchester City"
"18","16/01/2018","31/12/2018","Marlos Moreno","21","Flamengo","Brazil",21,"500 Th. €  "," ","Manchester City"
"19","31/01/2018","30/06/2018","Erik Palmer-Brown","20","KV Kortrijk","Belgium",1,"500 Th. €  "," ","Manchester City"
"20","04/07/2017","29/06/2018","Angeliño","20","NAC Breda","Netherlands",34,"3,00 Mill. €  "," ","Manchester City"
"21","07/01/2017","30/06/2018","Manu García","19","NAC Breda","Netherlands",34,"2,00 Mill. €  "," ","Manchester City"
"22","01/07/2017","30/06/2018","Thierry Ambrose","20","NAC Breda","Netherlands",30,"1,25 Mill. €  "," ","Manchester City"
"23","31/08/2017","30/06/2018","Yaw Yeboah","20","Real Oviedo","Spain",20,"800 Th. €  "," ","Manchester City"
"24","08/02/2017","31/12/2017","Chidiebere Nwakali","20","Sogndal","Norway",0,"600 Th. €  "," ","Manchester City"
"25","01/07/2017","30/06/2019","Paolo Fernandes","18","NAC Breda","Netherlands",25,"600 Th. €  "," ","Manchester City"
"26","10/01/2018","14/05/2018","Chidiebere Nwakali","21","Aberdeen FC","Scotland",5,"600 Th. €  "," ","Manchester City"
"27","31/01/2018","31/05/2018","Jacob Davenport","19","Burton Albion","England",17,"500 Th. €  "," ","Manchester City"
"28","17/08/2017","14/05/2018","Brandon Barker","20","Hibernian FC","Scotland",22,"400 Th. €  "," ","Manchester City"
"29","03/08/2017","11/01/2018","Isaac Buckley-Ricketts","19","FC Twente","Netherlands",6,"350 Th. €  "," ","Manchester City"
"30","12/01/2018","31/05/2018","Isaac Buckley-Ricketts","19","Oxford United","England",11,"300 Th. €  "," ","Manchester City"
"31","01/07/2016","30/06/2018","Thomas Agyepong","19","NAC Breda","Netherlands",12,"250 Th. €  "," ","Manchester City"
"32","03/08/2017","31/05/2018","Rodney Kongolo","19","Doncaster","England",35,"250 Th. €  "," ","Manchester City"
"33","02/07/2017","31/12/2018","Uriel Antuna","19","FC Groningen","Netherlands",11,"250 Th. €  "," ","Manchester City"
"34","31/08/2017","31/05/2018","Kean Bryan","20","Oldham Athletic","England",32,"250 Th. €  "," ","Manchester City"
"35","01/07/2017","28/01/2018","Ashley Smith-Brown","21","Heart of Midl.","Scotland",2,"200 Th. €  "," ","Manchester City"
"36","29/01/2018","31/05/2018","Ashley Smith-Brown","21","Oxford United","England",9,"200 Th. €  "," ","Manchester City"
"37","23/02/2017","26/07/2017","Divine Naah","20","Örebro SK","Sweden",0,"150 Th. €  "," ","Manchester City"
"38","01/07/2017","30/01/2018","Collins Tanor","19","Nordsjaelland","Denmark",0,"150 Th. €  "," ","Manchester City"
"39","31/01/2018","30/06/2018","Divine Naah","21","AFC Tubize","Belgium",5,"150 Th. €  "," ","Manchester City"
"40","31/01/2018","30/06/2018","Collins Tanor","20","KFCO Beerschot","Belgium",2,"150 Th. €  "," ","Manchester City"
"41","07/01/2018","30/06/2018","Aaron Nemane","20","Go Ahead Eagles","Netherlands",17,"125 Th. €  "," ","Manchester City"
"42","23/08/2017","01/01/2018","Aaron Nemane","19","Rangers","Scotland",5,"-  "," ","Manchester City"
"43","01/09/2017","31/12/2017","Kjetil Haug","19","CF Peralada","Spain",0,"-  "," ","Manchester City"
"44","31/01/2018","31/05/2018","Charlie Oliver","20","Fleetwood","England",1,"-  "," ","Manchester City"
