"","LoanStart","LoanEnd","PlayerNames","Age","PlayerLoanClub","clubCountry","PlayerAppearences","MarketValue","MarketFluctuation","club"
"1","31/08/2018","30/06/2019","Reiss Nelson","18","TSG Hoffenheim","Germany",17,"17,00 Mill. €  "," ","Arsenal"
"2","31/01/2019","30/06/2019","Emile Smith Rowe","18","RB Leipzig","Germany",0,"4,00 Mill. €  "," ","Arsenal"
"3","18/07/2018","30/06/2019","Kelechi Nwakali","20","FC Porto B","Portugal",15,"300 Th. €  "," ","Arsenal"
