"","LoanStart","LoanEnd","PlayerNames","Age","PlayerLoanClub","clubCountry","PlayerAppearences","MarketValue","MarketFluctuation","club"
"1","03/01/2019","30/06/2019","Christian Pulisic","20","Bor. Dortmund","Germany",13,"50,00 Mill. €  "," ","Chelsea"
"2","28/01/2019","30/06/2020","Álvaro Morata","26","Atlético Madrid","Spain",4,"50,00 Mill. €  "," ","Chelsea"
"3","10/08/2018","30/01/2019","Michy Batshuayi","24","Valencia","Spain",15,"30,00 Mill. €  "," ","Chelsea"
"4","13/08/2018","30/06/2019","Tiemoué Bakayoko","23","AC Milan","Italy",20,"30,00 Mill. €  "," ","Chelsea"
"5","31/01/2019","31/05/2019","Michy Batshuayi","25","Crystal Palace","England",3,"30,00 Mill. €  "," ","Chelsea"
"6","09/08/2018","30/06/2019","Kurt Zouma","23","Everton","England",23,"20,00 Mill. €  "," ","Chelsea"
"7","25/01/2019","30/06/2020","Victor Moses","28","Fenerbahce","Turkey",5,"18,00 Mill. €  "," ","Chelsea"
"8","23/01/2018","31/05/2019","Kenedy","21","Newcastle","England",21,"10,00 Mill. €  "," ","Chelsea"
"9","31/08/2018","31/05/2019","Tammy Abraham","20","Aston Villa","England",28,"10,00 Mill. €  "," ","Chelsea"
"10","25/07/2018","30/06/2019","Mario Pasalic","23","Atalanta","Italy",21,"7,00 Mill. €  "," ","Chelsea"
"11","14/08/2018","30/06/2019","Ola Aina","21","Torino","Italy",22,"6,50 Mill. €  "," ","Chelsea"
"12","01/07/2018","08/01/2019","Lewis Baker","23","Leeds","England",11,"5,50 Mill. €  "," ","Chelsea"
"13","09/01/2019","31/05/2019","Lewis Baker","23","Reading","England",7,"5,50 Mill. €  "," ","Chelsea"
"14","29/01/2018","28/01/2019","Abdul Rahman Baba","23","FC Schalke 04","Germany",2,"5,00 Mill. €  "," ","Chelsea"
"15","29/01/2019","30/06/2019","Abdul Rahman Baba","24","Reims","France",1,"5,00 Mill. €  "," ","Chelsea"
"16","23/08/2018","31/05/2019","Tomas Kalas","25","Bristol City","England",24,"4,00 Mill. €  "," ","Chelsea"
"17","06/08/2018","24/01/2019","Matt Miazga","23","FC Nantes","France",8,"3,00 Mill. €  "," ","Chelsea"
"18","15/08/2018","30/06/2019","Kenneth Omeruo","24","CD Leganés","Spain",18,"3,00 Mill. €  "," ","Chelsea"
"19","31/08/2018","31/05/2019","Michael Hector","26","Sheff Wed","England",24,"3,00 Mill. €  "," ","Chelsea"
"20","31/08/2018","30/06/2019","Charly Musonda Jr.","21","Vitesse","Netherlands",0,"3,00 Mill. €  "," ","Chelsea"
"21","25/01/2019","31/05/2019","Matt Miazga","23","Reading","England",6,"3,00 Mill. €  "," ","Chelsea"
"22","01/07/2017","30/06/2019","Danilo Pantic","20","Partizan","Serbia",19,"2,75 Mill. €  "," ","Chelsea"
"23","31/01/2019","30/06/2019","Lucas Piazón","25","Chievo Verona","Italy",2,"2,50 Mill. €  "," ","Chelsea"
"24","06/07/2018","30/06/2019","Eduardo","35","Vitesse","Netherlands",23,"1,00 Mill. €  "," ","Chelsea"
"25","17/07/2018","31/05/2019","Todd Kane","24","Hull City","England",29,"1,00 Mill. €  "," ","Chelsea"
"26","24/07/2018","30/06/2019","Nathan","22","Atlético-MG","Brazil",0,"900 Th. €  "," ","Chelsea"
"27","16/07/2018","16/11/2018","Jamal Blackman","24","Leeds","England",0,"500 Th. €  "," ","Chelsea"
"28","30/08/2018","31/05/2019","Isaiah Brown","21","Leeds","England",0,"5,00 Mill. €  "," ","Chelsea"
"29","17/07/2018","31/05/2019","Mason Mount","19","Derby","England",26,"4,00 Mill. €  "," ","Chelsea"
"30","06/08/2018","31/05/2019","Fikayo Tomori","20","Derby","England",31,"2,50 Mill. €  "," ","Chelsea"
"31","02/07/2018","30/06/2019","Jake Clarke-Salter","20","Vitesse","Netherlands",20,"2,00 Mill. €  "," ","Chelsea"
"32","30/07/2018","08/01/2019","Kasey Palmer","21","Blackburn","England",14,"1,50 Mill. €  "," ","Chelsea"
"33","09/01/2019","31/05/2019","Kasey Palmer","22","Bristol City","England",5,"1,50 Mill. €  "," ","Chelsea"
"34","27/07/2018","31/05/2019","Victorien Angban","21","FC Metz","France",18,"1,25 Mill. €  "," ","Chelsea"
"35","01/07/2018","31/05/2019","Trevoh Chalobah","18","Ipswich","England",33,"1,00 Mill. €  "," ","Chelsea"
"36","31/08/2018","30/06/2019","Kylian Hazard","23","Cercle Brugge","Belgium",16,"700 Th. €  "," ","Chelsea"
"37","12/07/2018","31/01/2019","Joao Rodríguez","22","CD Tenerife","Spain",13,"500 Th. €  "," ","Chelsea"
"38","09/08/2018","31/05/2019","Jay Dasilva","20","Bristol City","England",16,"500 Th. €  "," ","Chelsea"
"39","21/07/2018","31/12/2018","Charlie Colkett","21","Shrewsbury","England",1,"400 Th. €  "," ","Chelsea"
"40","31/08/2018","30/06/2019","Fankaty Dabo","22","Sparta R.","Netherlands",11,"350 Th. €  "," ","Chelsea"
"41","01/07/2018","31/05/2019","Reece James","18","Wigan","England",33,"250 Th. €  "," ","Chelsea"
"42","30/08/2018","06/01/2019","Ike Ugbo","19","Scunthorpe Utd.","England",15,"250 Th. €  "," ","Chelsea"
"43","10/08/2018","30/06/2019","Josimar Quintero","21","Lleida Esportiu","Spain",11,"100 Th. €  "," ","Chelsea"
"44","01/07/2018","03/01/2019","Ruben Sammut","20","Falkirk FC","Scotland",12,"50 Th. €  "," ","Chelsea"
"45","14/07/2018","31/12/2018","Kyle Scott","20","Telstar","Netherlands",14,"50 Th. €  "," ","Chelsea"
"46","01/07/2018","31/05/2019","Nathan Baxter","19","Yeovil Town","England",22,"-  "," ","Chelsea"
"47","01/07/2018","31/05/2019","Dujon Sterling","18","Coventry","England",26,"-  "," ","Chelsea"
"48","26/07/2018","31/05/2019","Jacob Maddox","19","Cheltenham Town","England",28,"-  "," ","Chelsea"
"49","31/08/2018","31/05/2019","Bradley Collins","21","Burton Albion","England",21,"-  "," ","Chelsea"
"50","01/01/2019","31/05/2019","Jared Thompson","19","Warrenpoint","Northern Ireland",3,"-  "," ","Chelsea"
"51","11/01/2019","31/05/2019","Josh Grant","20","Yeovil Town","England",3,"-  "," ","Chelsea"
