"","LoanStart","LoanEnd","PlayerNames","Age","PlayerLoanClub","clubCountry","PlayerAppearences","MarketValue","MarketFluctuation","club"
"1","12/07/2016","10/01/2017","Jon Toral","21","Granada CF","Spain",5,"1,50 Mill. €  "," ","Arsenal"
"2","12/01/2017","31/05/2017","Jon Toral","21","Rangers","Scotland",12,"1,50 Mill. €  "," ","Arsenal"
"3","31/01/2017","30/06/2017","Ismaël Bennacer","19","Tours FC","France",16,"500 Th. €  "," ","Arsenal"
"4","10/01/2017","30/06/2017","Dan Crowley","19","Go Ahead Eagles","Netherlands",16,"350 Th. €  "," ","Arsenal"
"5","03/08/2016","30/06/2017","Julio Pleguezuelo","19","RCD Mallorca","Spain",15,"300 Th. €  "," ","Arsenal"
"6","31/08/2016","30/06/2017","Kelechi Nwakali","18","MVV Maastricht","Netherlands",29,"300 Th. €  "," ","Arsenal"
"7","01/07/2016","01/12/2016","Dan Crowley","18","Oxford United","England",6,"250 Th. €  "," ","Arsenal"
"8","31/01/2017","30/06/2017","Gedion Zelalem","20","VVV-Venlo","Netherlands",8,"250 Th. €  "," ","Arsenal"
"9","17/08/2016","30/06/2017","Tafari Moore","19","Utrecht U21","Netherlands",26,"200 Th. €  "," ","Arsenal"
"10","05/08/2016","30/06/2017","Stefan O'Connor","19","MVV Maastricht","Netherlands",4,"50 Th. €  "," ","Arsenal"
"11","31/01/2017","30/06/2017","Aaron Eyoma","19","FC Volendam","Netherlands",0,"50 Th. €  "," ","Arsenal"
"12","01/07/2016","07/01/2017","Ryan Huddart","19","Eastleigh FC","England",5,"-  "," ","Arsenal"
"13","31/08/2016","03/01/2017","Glen Kamara","20","Colchester Utd.","England",4,"-  "," ","Arsenal"
"14","31/01/2017","31/05/2017","Kaylen Hinds","19","Stevenage FC","England",13,"-  "," ","Arsenal"
"15","31/01/2017","01/03/2017","Stephy Mavididi","18","Charlton","England",5,"-  "," ","Arsenal"
"16","31/01/2017","31/05/2017","Marc Bola","19","Notts County","England",13,"-  "," ","Arsenal"
