"","LoanStart","LoanEnd","PlayerNames","Age","PlayerLoanClub","clubCountry","PlayerAppearences","MarketValue","MarketFluctuation","club"
"1","26/01/2010","01/05/2010","Philippe Senderos","24","Everton","England",2,"3,00 Mill. €  "," ","Arsenal"
"2","29/01/2010","30/05/2010","Jack Wilshere","18","Bolton","England",14,"3,00 Mill. €  "," ","Arsenal"
"3","23/07/2009","30/06/2010","Pedro Botelho","19","Celta de Vigo","Spain",27,"1,00 Mill. €  "," ","Arsenal"
"4","27/08/2009","01/06/2010","Jay Simpson","20","QPR","England",39,"900 Th. €  "," ","Arsenal"
"5","21/08/2009","30/05/2010","Henri Lansbury","18","Watford","England",37,"600 Th. €  "," ","Arsenal"
"6","15/11/2009","30/05/2010","Wojciech Szczesny","19","Brentford","England",28,"475 Th. €  "," ","Arsenal"
"7","01/10/2009","30/06/2010","Gavin Hoyte","19","Brighton","England",18,"300 Th. €  "," ","Arsenal"
"8","01/01/2010","01/05/2010","Kerrea Gilbert","22","Peterborough","England",10,"300 Th. €  "," ","Arsenal"
"9","27/02/2010","01/06/2010","Jay Emmanuel-Thomas","19","Doncaster","England",14,"300 Th. €  "," ","Arsenal"
"10","15/01/2010","01/06/2010","Mark Randall","20","MK Dons","England",16,"250 Th. €  "," ","Arsenal"
"11","01/07/2009","30/06/2010","Rene Steer","19","Oldham Athletic","England",0,"225 Th. €  "," ","Arsenal"
"12","25/03/2010","31/05/2010","Sanchez Watt","19","Leeds","England",6,"150 Th. €  "," ","Arsenal"
"13","17/08/2009","17/11/2009","Jay Emmanuel-Thomas","18","Blackpool","England",11,"-  "," ","Arsenal"
"14","02/02/2010","02/03/2010","Sanchez Watt","18","Southend United","England",4,"-  "," ","Arsenal"
