"","LoanStart","LoanEnd","PlayerNames","Age","PlayerLoanClub","clubCountry","PlayerAppearences","MarketValue","MarketFluctuation","club"
"1","25/08/2011","30/06/2012","Alberto Aquilani","27","AC Milan","Italy",23,"9,00 Mill. €  "," ","Liverpool"
"2","31/08/2011","30/06/2012","Joe Cole","29","LOSC Lille","France",32,"7,50 Mill. €  "," ","Liverpool"
"3","01/09/2011","01/12/2011","Jonjo Shelvey","19","Blackpool","England",10,"2,00 Mill. €  "," ","Liverpool"
"4","01/01/2012","01/05/2012","Danny Wilson","20","Blackpool","England",6,"2,00 Mill. €  "," ","Liverpool"
"5","24/08/2011","30/06/2012","Dani Pacheco","20","Atlético Madrid","Spain",0,"600 Th. €  "," ","Liverpool"
"6","07/07/2011","31/05/2012","Stephen Darby","22","Rochdale","England",35,"200 Th. €  "," ","Liverpool"
"7","19/07/2011","11/04/2012","Péter Gulácsi","21","Hull City","England",15,"-  "," ","Liverpool"
"8","20/10/2011","01/11/2011","Nathan Eccleston","20","Rochdale","England",5,"-  "," ","Liverpool"
"9","31/08/2011","30/06/2012","Villyan Bijev","18","F. Düsseldorf","Germany",1,"100 Th. €  "," ","Liverpool"
"10","01/08/2011","01/09/2011","Martin Hansen","21","Bradford","England",4,"-  "," ","Liverpool"
"11","23/09/2011","31/05/2012","David Amoo","20","Bury","England",27,"-  "," ","Liverpool"
"12","01/02/2012","31/05/2012","Toni Silva","18","Northampt. Town","England",15,"-  "," ","Liverpool"
