"","LoanStart","LoanEnd","PlayerNames","Age","PlayerLoanClub","clubCountry","PlayerAppearences","MarketValue","MarketFluctuation","club"
"1","09/08/2018","31/05/2019","Tim Fosu-Mensah","20","Fulham","England",9,"7,00 Mill. €  "," ","Manchester United"
"2","06/08/2018","31/05/2019","Axel Tuanzebe","20","Aston Villa","England",19,"5,00 Mill. €  "," ","Manchester United"
"3","28/07/2018","31/05/2019","Cameron Borthwick-Jackson","21","Scunthorpe Utd.","England",26,"3,00 Mill. €  "," ","Manchester United"
"4","13/08/2018","31/05/2019","James Wilson","22","Aberdeen FC","Scotland",16,"1,50 Mill. €  "," ","Manchester United"
"5","02/08/2018","09/01/2019","Joel Pereira","22","Vitória Setúbal","Portugal",9,"1,00 Mill. €  "," ","Manchester United"
"6","31/01/2019","30/06/2019","Joel Pereira","22","KV Kortrijk","Belgium",0,"1,00 Mill. €  "," ","Manchester United"
"7","01/07/2018","31/05/2019","Dean Henderson","21","Sheffield Utd.","England",34,"2,50 Mill. €  "," ","Manchester United"
"8","28/08/2018","31/05/2019","Demetri Mitchell","21","Heart of Midl.","Scotland",20,"400 Th. €  "," ","Manchester United"
"9","27/07/2018","21/12/2018","Matty Willock","21","St. Mirren","Scotland",12,"250 Th. €  "," ","Manchester United"
"10","18/01/2019","31/05/2019","Regan Poole","20","Newport County","England",7,"250 Th. €  "," ","Manchester United"
"11","31/01/2019","31/05/2019","Matty Willock","22","Crawley Town","England",2,"250 Th. €  "," ","Manchester United"
"12","15/08/2018","31/05/2019","Kieran O'Hara","22","Macclesfield","England",25,"-  "," ","Manchester United"
"13","11/01/2019","31/05/2019","Ethan Hamilton","20","Rochdale","England",7,"-  "," ","Manchester United"
"14","31/01/2019","31/05/2019","Callum Whelan","20","Port Vale","England",0,"-  "," ","Manchester United"
"15","31/01/2019","31/05/2019","Zak Dearnley","20","Oldham Athletic","England",5,"-  "," ","Manchester United"
"16","31/01/2019","31/05/2019","Tom Sang","19","Fylde","England",0,"-  "," ","Manchester United"
