"","LoanStart","LoanEnd","PlayerNames","Age","PlayerLoanClub","clubCountry","PlayerAppearences","MarketValue","MarketFluctuation","club"
"1","30/07/2014","30/06/2015","Divock Origi","19","LOSC Lille","France",33,"9,00 Mill. €  "," ","Liverpool"
"2","22/07/2014","31/05/2015","Andre Wisdom","21","West Brom","England",24,"6,00 Mill. €  "," ","Liverpool"
"3","27/08/2013","03/01/2015","Oussama Assaidi","25","Stoke City","England",9,"5,00 Mill. €  "," ","Liverpool"
"4","14/07/2014","30/06/2015","Iago Aspas","26","Sevilla FC","Spain",16,"4,00 Mill. €  "," ","Liverpool"
"5","18/08/2014","30/06/2015","Tiago Ilori","21","G. Bordeaux","France",12,"4,00 Mill. €  "," ","Liverpool"
"6","01/07/2014","30/06/2015","Luis Alberto","21","Málaga CF","Spain",15,"3,50 Mill. €  "," ","Liverpool"
"7","01/09/2014","31/05/2015","Sebastián Coates","23","Sunderland","England",10,"1,50 Mill. €  "," ","Liverpool"
"8","07/08/2014","30/01/2015","Rafa Páez","19","Bologna","Italy",8,"1,00 Mill. €  "," ","Liverpool"
"9","31/01/2015","30/06/2015","Rafa Páez","20","SD Eibar","Spain",0,"600 Th. €  "," ","Liverpool"
"10","15/08/2014","31/05/2015","João Carlos Teixeira","21","Brighton","England",32,"500 Th. €  "," ","Liverpool"
"11","29/08/2014","15/01/2015","Jordon Ibe","18","Derby","England",20,"500 Th. €  "," ","Liverpool"
"12","20/03/2015","20/04/2015","Danny Ward","21","Morecambe FC","England",5,"250 Th. €  "," ","Liverpool"
"13","03/01/2015","02/02/2015","Kevin Stewart","21","Cheltenham Town","England",4,"50 Th. €  "," ","Liverpool"
"14","26/03/2015","26/04/2015","Kevin Stewart","21","Burton Albion","England",7,"50 Th. €  "," ","Liverpool"
"15","26/03/2015","31/05/2015","Jordan Williams","19","Notts County","England",8,"-  "," ","Liverpool"
"16","08/08/2014","20/10/2014","Brad Smith","20","Swindon Town","England",7,"100 Th. €  "," ","Liverpool"
"17","16/03/2015","29/04/2015","Jerome Sinclair","18","Wigan","England",1,"100 Th. €  "," ","Liverpool"
"18","03/01/2015","15/02/2015","Lloyd Jones","19","Cheltenham Town","England",6,"-  "," ","Liverpool"
"19","03/01/2015","02/02/2015","Jack Dunn","20","Cheltenham Town","England",5,"-  "," ","Liverpool"
"20","17/01/2015","17/02/2015","Connor Randall","19","Shrewsbury","England",1,"-  "," ","Liverpool"
"21","12/03/2015","31/05/2015","Lloyd Jones","19","Accrington","England",11,"-  "," ","Liverpool"
"22","26/03/2015","26/04/2015","Jack Dunn","20","Burton Albion","England",1,"-  "," ","Liverpool"
"23","26/03/2015","31/05/2015","Jordan Lussey","20","Bolton U23","England",3,"-  "," ","Liverpool"
