"","LoanStart","LoanEnd","PlayerNames","Age","PlayerLoanClub","clubCountry","PlayerAppearences","MarketValue","MarketFluctuation","club"
"1","25/01/2011","30/06/2011","Emmanuel Adebayor","26","Real Madrid","Spain",14,"17,00 Mill. €  "," ","Manchester City"
"2","01/08/2010","01/05/2011","Nedum Onuoha","23","Sunderland","England",31,"6,00 Mill. €  "," ","Manchester City"
"3","01/09/2010","30/06/2011","Felipe Caicedo","21","Levante","Spain",27,"5,00 Mill. €  "," ","Manchester City"
"4","12/01/2011","23/05/2011","Wayne Bridge","30","West Ham","England",15,"5,00 Mill. €  "," ","Manchester City"
"5","14/01/2011","31/05/2011","Roque Santa Cruz","29","Blackburn","England",9,"5,00 Mill. €  "," ","Manchester City"
"6","17/08/2010","31/05/2011","Craig Bellamy","31","Cardiff","England",35,"4,50 Mill. €  "," ","Manchester City"
"7","19/08/2010","31/05/2011","Vladimír Weiss","20","Rangers","Scotland",23,"3,00 Mill. €  "," ","Manchester City"
"8","02/09/2010","31/12/2011","Mohammed Abu","18","Strømsgodset","Norway",27,"1,00 Mill. €  "," ","Manchester City"
"9","23/07/2010","01/01/2011","Gunnar Nielsen","23","Tranmere Rovers","England",2,"250 Th. €  "," ","Manchester City"
"10","01/08/2010","01/05/2011","Ryan McGivern","20","Walsall","England",15,"100 Th. €  "," ","Manchester City"
"11","01/01/2011","01/05/2011","Abdisalam Ibrahim","19","Scunthorpe Utd.","England",11,"100 Th. €  "," ","Manchester City"
"12","01/01/2011","01/02/2011","Javan Vidal","21","Chesterfield FC","England",6,"100 Th. €  "," ","Manchester City"
"13","25/11/2010","31/12/2010","John Guidetti","18","Burnley","England",5,"75 Th. €  "," ","Manchester City"
"14","22/10/2010","22/01/2011","Greg Cunningham","19","Leicester","England",13,"50 Th. €  "," ","Manchester City"
"15","13/10/2010","13/12/2010","James Poole","20","Hartlepool Utd.","England",3,"-  "," ","Manchester City"
"16","01/01/2011","01/05/2011","Ben Mee","21","Leicester","England",15,"-  "," ","Manchester City"
"17","31/01/2011","01/05/2011","David González","28","Leeds","England",0,"-  "," ","Manchester City"
"18","24/03/2011","31/05/2011","Donal McDermott","21","Bournemouth","England",9,"-  "," ","Manchester City"
