"","LoanStart","LoanEnd","PlayerNames","Age","PlayerLoanClub","clubCountry","PlayerAppearences","MarketValue","MarketFluctuation","club"
"1","05/08/2016","30/06/2017","Allan","19","Hertha BSC","Germany",15,"1,50 Mill. €  "," ","Liverpool"
"2","26/07/2016","31/05/2017","Ryan Kent","19","Barnsley FC","England",44,"500 Th. €  "," ","Liverpool"
"3","06/01/2017","30/06/2017","Pedro Chirivella","19","Go Ahead Eagles","Netherlands",17,"500 Th. €  "," ","Liverpool"
"4","26/08/2016","30/06/2017","Taiwo Awoniyi","19","NEC Nijmegen","Netherlands",18,"400 Th. €  "," ","Liverpool"
"5","06/02/2017","31/12/2017","Brooks Lennon","19","Salt Lake","United States",25,"400 Th. €  "," ","Liverpool"
"6","27/01/2017","31/05/2017","Cameron Brannagan","20","Fleetwood","England",13,"250 Th. €  "," ","Liverpool"
"7","10/07/2016","31/05/2017","Ryan Fulton","20","Chesterfield FC","England",26,"100 Th. €  "," ","Liverpool"
"8","06/08/2016","31/05/2017","Lloyd Jones","20","Swindon Town","England",24,"100 Th. €  "," ","Liverpool"
"9","25/08/2016","11/01/2017","Sam Hart","19","Port Vale","England",11,"100 Th. €  "," ","Liverpool"
"10","30/07/2016","23/11/2016","Jack Dunn","21","Morecambe FC","England",13,"75 Th. €  "," ","Liverpool"
"11","31/01/2017","30/06/2017","Jack Dunn","22","Tranmere Rovers","England",5,"75 Th. €  "," ","Liverpool"
