"","LoanStart","LoanEnd","PlayerNames","Age","PlayerLoanClub","clubCountry","PlayerAppearences","MarketValue","MarketFluctuation","club"
"1","19/08/2018","30/06/2019","Marko Grujic","22","Hertha BSC","Germany",15,"18,00 Mill. €  "," ","Liverpool"
"2","04/01/2019","31/05/2019","Nathaniel Clyne","27","Bournemouth","England",8,"15,00 Mill. €  "," ","Liverpool"
"3","09/08/2018","30/06/2019","Danny Ings","26","Southampton","England",18,"12,00 Mill. €  "," ","Liverpool"
"4","28/08/2018","30/06/2020","Loris Karius","25","Besiktas","Turkey",21,"9,50 Mill. €  "," ","Liverpool"
"5","01/08/2018","09/01/2019","Ben Woodburn","18","Sheffield Utd.","England",7,"5,00 Mill. €  "," ","Liverpool"
"6","30/08/2018","30/06/2019","Sheyi Ojo","21","Reims","France",13,"2,00 Mill. €  "," ","Liverpool"
"7","02/07/2018","31/05/2019","Ádám Bogdán","30","Hibernian FC","Scotland",18,"750 Th. €  "," ","Liverpool"
"8","23/08/2018","01/01/2019","Connor Randall","22","Rochdale","England",1,"500 Th. €  "," ","Liverpool"
"9","17/07/2018","31/05/2019","Harry Wilson","21","Derby","England",30,"8,00 Mill. €  "," ","Liverpool"
"10","22/07/2018","31/05/2019","Ryan Kent","21","Rangers","Scotland",20,"1,75 Mill. €  "," ","Liverpool"
"11","23/07/2018","11/01/2019","Taiwo Awoniyi","20","KAA Gent","Belgium",16,"1,50 Mill. €  "," ","Liverpool"
"12","25/07/2018","31/01/2019","Allan","21","E. Frankfurt","Germany",4,"1,00 Mill. €  "," ","Liverpool"
"13","15/02/2019","30/06/2019","Allan","21","Fluminense","Brazil",0,"1,00 Mill. €  "," ","Liverpool"
"14","01/07/2018","15/12/2018","Ovie Ejaria","20","Rangers","Scotland",14,"900 Th. €  "," ","Liverpool"
"15","07/01/2019","31/05/2019","Ovie Ejaria","21","Reading","England",8,"900 Th. €  "," ","Liverpool"
"16","22/08/2018","30/06/2019","Anderson Arroyo","18","KAA Gent","Belgium",0,"150 Th. €  "," ","Liverpool"
"17","06/01/2019","30/06/2019","Kamil Grabara","19","Aarhus GF","Denmark",5,"100 Th. €  "," ","Liverpool"
"18","24/07/2018","01/01/2019","Shamal George","20","Tranmere Rovers","England",0,"-  "," ","Liverpool"
"19","02/08/2018","31/05/2019","Herbie Kane","19","Doncaster","England",31,"-  "," ","Liverpool"
"20","31/08/2018","07/01/2019","Corey Whelan","20","Crewe Alexandra","England",16,"-  "," ","Liverpool"
"21","31/01/2019","31/05/2019","Liam Millar","19","Kilmarnock FC","Scotland",5,"-  "," ","Liverpool"
