"","LoanStart","LoanEnd","PlayerNames","Age","PlayerLoanClub","clubCountry","PlayerAppearences","MarketValue","MarketFluctuation","club"
"1","01/08/2005","01/05/2007","Ben Foster","22","Watford","England",44,"3,00 Mill. €  "," ","Manchester United"
"2","17/08/2005","08/01/2006","David Bellion","22","West Ham","England",8,"2,25 Mill. €  "," ","Manchester United"
"3","09/01/2006","30/06/2006","David Bellion","23","OGC Nice","France",15,"2,25 Mill. €  "," ","Manchester United"
"4","01/07/2005","01/05/2006","Jonathan Spector","19","Charlton","England",20,"1,25 Mill. €  "," ","Manchester United"
"5","01/11/2005","01/05/2006","Liam Miller","24","Leeds","England",28,"1,25 Mill. €  "," ","Manchester United"
"6","01/01/2006","01/05/2006","Lee Martin","18","Royal Antwerp","Belgium",15,"1,25 Mill. €  "," ","Manchester United"
"7","01/08/2005","01/12/2005","Chris Eagles","19","Sheff Wed","England",25,"500 Th. €  "," ","Manchester United"
"8","01/01/2006","01/05/2006","Chris Eagles","20","Watford","England",18,"500 Th. €  "," ","Manchester United"
"9","01/08/2005","01/12/2005","David Jones","20","Preston NE","England",24,"400 Th. €  "," ","Manchester United"
"10","01/01/2006","01/04/2006","David Jones","21","NEC Nijmegen","Netherlands",17,"400 Th. €  "," ","Manchester United"
"11","01/08/2005","01/05/2006","Eddie Johnson","20","Crewe Alexandra","England",22,"250 Th. €  "," ","Manchester United"
"12","01/08/2005","01/05/2006","Phil Picken","19","Chesterfield FC","England",32,"150 Th. €  "," ","Manchester United"
"13","01/01/2006","01/05/2006","Tom Heaton","19","Royal Antwerp","Belgium",0,"100 Th. €  "," ","Manchester United"
"14","16/03/2006","01/05/2006","Phil Bardsley","20","Burnley","England",6,"75 Th. €  "," ","Manchester United"
"15","01/08/2005","01/11/2005","Colin Heath","21","Swindon Town","England",11,"50 Th. €  "," ","Manchester United"
"16","01/01/2006","01/05/2006","Ritchie Jones","19","Royal Antwerp","Belgium",2,"50 Th. €  "," ","Manchester United"
"17","01/08/2005","01/12/2005","Tom Heaton","19","Swindon Town","England",14,"-  "," ","Manchester United"
"18","01/01/2006","01/05/2006","Adam Eckersley","20","Royal Antwerp","Belgium",14,"-  "," ","Manchester United"
