"","LoanStart","LoanEnd","PlayerNames","Age","PlayerLoanClub","clubCountry","PlayerAppearences","MarketValue","MarketFluctuation","club"
"1","07/01/2017","30/06/2018","Manu García","19","NAC Breda","Netherlands",19,"2,00 Mill. €  "," ","Manchester City"
"2","31/07/2015","30/06/2017","Olivier Ntcham","19","Genoa","Italy",20,"1,80 Mill. €  "," ","Manchester City"
"3","01/07/2016","06/01/2017","Jack Byrne","20","Blackburn","England",4,"1,00 Mill. €  "," ","Manchester City"
"4","21/07/2016","30/06/2017","Yaw Yeboah","19","FC Twente","Netherlands",26,"1,00 Mill. €  "," ","Manchester City"
"5","16/08/2016","06/01/2017","Manu García","18","Depor. Alavés B","Spain",0,"1,00 Mill. €  "," ","Manchester City"
"6","09/02/2017","31/12/2018","Yangel Herrera","19","NYCFC","United States",18,"1,00 Mill. €  "," ","Manchester City"
"7","01/08/2012","31/12/2016","Nana Boateng","18","Strømsgodset","Norway",0,"800 Th. €  "," ","Manchester City"
"8","08/02/2017","31/12/2017","Chidiebere Nwakali","20","Sogndal","Norway",26,"600 Th. €  "," ","Manchester City"
"9","31/03/2016","31/12/2016","Chidiebere Nwakali","19","Start","Norway",0,"500 Th. €  "," ","Manchester City"
"10","30/08/2016","31/12/2016","Sinan Bytyqi","21","Go Ahead Eagles","Netherlands",4,"500 Th. €  "," ","Manchester City"
"11","31/01/2017","30/06/2017","Angeliño","20","RCD Mallorca","Spain",17,"500 Th. €  "," ","Manchester City"
"12","31/08/2016","30/06/2017","Shay Facey","21","Heerenveen","Netherlands",3,"400 Th. €  "," ","Manchester City"
"13","29/07/2016","31/01/2017","Divine Naah","20","Nordsjaelland","Denmark",5,"300 Th. €  "," ","Manchester City"
"14","01/01/2017","30/01/2017","Angeliño","19","Girona","Spain",0,"300 Th. €  "," ","Manchester City"
"15","01/07/2016","30/06/2018","Thomas Agyepong","19","NAC Breda","Netherlands",27,"250 Th. €  "," ","Manchester City"
"16","15/08/2016","30/06/2017","Brandon Barker","19","NAC Breda","Netherlands",22,"250 Th. €  "," ","Manchester City"
"17","31/08/2016","31/05/2017","Kean Bryan","19","Bury","England",12,"250 Th. €  "," ","Manchester City"
"18","17/01/2017","30/06/2017","James Horsfield","21","NAC Breda","Netherlands",16,"250 Th. €  "," ","Manchester City"
"19","10/07/2016","30/06/2017","Ashley Smith-Brown","20","NAC Breda","Netherlands",29,"200 Th. €  "," ","Manchester City"
"20","23/02/2017","26/07/2017","Divine Naah","20","Örebro SK","Sweden",13,"150 Th. €  "," ","Manchester City"
"21","28/01/2016","30/06/2017","Collins Tanor","18","Nordsjaelland","Denmark",2,"100 Th. €  "," ","Manchester City"
"22","13/08/2016","11/01/2017","George Glendon","21","Fleetwood","England",26,"100 Th. €  "," ","Manchester City"
"23","17/08/2016","13/08/2018","Ernest Agyiri","18","Vålerenga","Norway",6,"100 Th. €  "," ","Manchester City"
"24","31/01/2017","31/05/2017","David Faupala","19","Chesterfield FC","England",14,"75 Th. €  "," ","Manchester City"
"25","11/08/2016","01/01/2017","David Faupala","19","NAC Breda","Netherlands",3,"25 Th. €  "," ","Manchester City"
"26","17/08/2016","01/01/2017","Callum Bullock","18","Crewe U23","England",0,"-  "," ","Manchester City"
"27","02/09/2016","31/12/2016","Zackarias Faour","18","Midtjylland U19","Denmark",0,"-  "," ","Manchester City"
"28","19/01/2017","07/05/2017","Billy O'Brien","21","St. Mirren","Scotland",15,"-  "," ","Manchester City"
"29","31/01/2017","30/06/2017","Zackarias Faour","19","Nordsjaell. U19","Denmark",0,"-  "," ","Manchester City"
"30","02/01/2017","30/06/2017","Callum Bullock","19","Blackpool U21","England",0,"-  "," ","Manchester City"
