"","LoanStart","LoanEnd","PlayerNames","Age","PlayerLoanClub","clubCountry","PlayerAppearences","MarketValue","MarketFluctuation","club"
"1","01/11/2013","01/01/2014","Tyler Blackett","19","Blackpool","England",5,"-  "," ","Manchester United"
"2","28/11/2013","28/01/2014","Tom Lawrence","19","Carlisle United","England",9,"-  "," ","Manchester United"
"3","23/01/2014","31/05/2014","Jack Barmby","19","Hartlepool Utd.","England",17,"-  "," ","Manchester United"
"4","31/01/2014","01/05/2014","Tom Lawrence","20","Yeovil Town","England",19,"-  "," ","Manchester United"
"5","31/01/2014","31/05/2014","Tyler Blackett","19","Birmingham","England",8,"-  "," ","Manchester United"
"6","03/02/2014","03/03/2014","Jack Rudge","19","Torquay United","England",0,"-  "," ","Manchester United"
"7","01/02/2014","31/05/2014","Sam Byrne","18","Carlisle United","England",17,"-  "," ","Manchester United"
"8","31/01/2014","26/03/2014","Charni Ekangamene","19","Carlisle United","England",4,"-  "," ","Manchester United"
"9","27/03/2014","31/05/2014","Liam Grimshaw","19","Morecambe FC","England",0,"-  "," ","Manchester United"
"10","24/03/2014","31/05/2014","Jonathan Sutherland","19","Stafford Rangers","England",0,"-  "," ","Manchester United"
