"","LoanStart","LoanEnd","PlayerNames","Age","PlayerLoanClub","clubCountry","PlayerAppearences","MarketValue","MarketFluctuation","club"
"1","31/01/2014","31/05/2014","Wilfried Zaha","21","Cardiff","England",12,"8,00 Mill. €  "," ","Manchester United"
"2","02/09/2013","31/05/2014","Nick Powell","19","Wigan","England",31,"5,00 Mill. €  "," ","Manchester United"
"3","18/01/2014","30/06/2014","Anderson","25","Fiorentina","Italy",7,"5,00 Mill. €  "," ","Manchester United"
"4","29/08/2013","30/06/2014","Ángelo Henríquez","19","Real Zaragoza","Spain",25,"2,80 Mill. €  "," ","Manchester United"
"5","16/09/2013","31/12/2013","Federico Macheda","22","Doncaster","England",15,"2,50 Mill. €  "," ","Manchester United"
"6","31/01/2014","30/06/2014","Federico Macheda","22","Birmingham","England",18,"1,50 Mill. €  "," ","Manchester United"
"7","06/08/2013","30/06/2014","Bebé","23","Paços Ferreira","Portugal",27,"1,00 Mill. €  "," ","Manchester United"
"8","19/09/2013","02/01/2014","Jesse Lingard","20","Birmingham","England",13,"1,00 Mill. €  "," ","Manchester United"
"9","15/11/2013","01/01/2014","Ben Amos","23","Carlisle United","England",9,"1,00 Mill. €  "," ","Manchester United"
"10","27/02/2014","31/05/2014","Jesse Lingard","21","Brighton","England",15,"1,00 Mill. €  "," ","Manchester United"
"11","26/07/2013","30/01/2014","Ryan Tunnicliffe","20","Ipswich","England",27,"900 Th. €  "," ","Manchester United"
"12","02/09/2013","30/06/2014","Marnick Vermijl","21","NEC Nijmegen","Netherlands",28,"650 Th. €  "," ","Manchester United"
"13","28/11/2013","29/01/2014","Michael Keane","20","Derby","England",7,"500 Th. €  "," ","Manchester United"
"14","07/03/2014","05/05/2014","Michael Keane","21","Blackburn","England",13,"500 Th. €  "," ","Manchester United"
"15","31/01/2014","31/05/2014","Will Keane","21","QPR","England",10,"300 Th. €  "," ","Manchester United"
"16","17/08/2013","21/08/2013","Sam Johnstone","20","Yeovil Town","England",1,"250 Th. €  "," ","Manchester United"
"17","31/01/2014","31/05/2014","Sam Johnstone","20","Doncaster","England",18,"250 Th. €  "," ","Manchester United"
"18","31/01/2014","31/05/2014","Tom Thorpe","21","Birmingham","England",6,"200 Th. €  "," ","Manchester United"
"19","15/07/2013","24/09/2013","Reece James","19","Carlisle United","England",1,"-  "," ","Manchester United"
"20","02/09/2013","31/12/2013","Davide Petrucci","21","Royal Antwerp","Belgium",12,"-  "," ","Manchester United"
"21","28/11/2013","01/01/2014","Will Keane","20","Wigan","England",4,"-  "," ","Manchester United"
"22","27/03/2014","31/05/2014","Davide Petrucci","22","Charlton","England",5,"-  "," ","Manchester United"
"23","01/11/2013","01/01/2014","Tyler Blackett","19","Blackpool","England",5,"-  "," ","Manchester United"
"24","28/11/2013","28/01/2014","Tom Lawrence","19","Carlisle United","England",9,"-  "," ","Manchester United"
"25","23/01/2014","31/05/2014","Jack Barmby","19","Hartlepool Utd.","England",17,"-  "," ","Manchester United"
"26","31/01/2014","01/05/2014","Tom Lawrence","20","Yeovil Town","England",19,"-  "," ","Manchester United"
"27","31/01/2014","31/05/2014","Tyler Blackett","19","Birmingham","England",8,"-  "," ","Manchester United"
"28","03/02/2014","03/03/2014","Jack Rudge","19","Torquay United","England",0,"-  "," ","Manchester United"
"29","01/02/2014","31/05/2014","Sam Byrne","18","Carlisle United","England",17,"-  "," ","Manchester United"
"30","31/01/2014","26/03/2014","Charni Ekangamene","19","Carlisle United","England",4,"-  "," ","Manchester United"
"31","27/03/2014","31/05/2014","Liam Grimshaw","19","Morecambe FC","England",0,"-  "," ","Manchester United"
"32","24/03/2014","31/05/2014","Jonathan Sutherland","19","Stafford Rangers","England",0,"-  "," ","Manchester United"
