"","LoanStart","LoanEnd","PlayerNames","Age","PlayerLoanClub","clubCountry","PlayerAppearences","MarketValue","MarketFluctuation","club"
"1","31/08/2015","07/01/2016","Adnan Januzaj","20","Bor. Dortmund","Germany",6,"8,00 Mill. €  "," ","Manchester United"
"2","24/01/2016","29/04/2016","Víctor Valdés","34","Standard Liège","Belgium",5,"3,50 Mill. €  "," ","Manchester United"
"3","26/11/2015","31/05/2016","James Wilson","19","Brighton","England",25,"2,00 Mill. €  "," ","Manchester United"
"4","01/02/2016","31/05/2016","Nick Powell","21","Hull City","England",3,"2,00 Mill. €  "," ","Manchester United"
"5","29/08/2015","16/05/2016","Tyler Blackett","21","Celtic","Scotland",3,"1,00 Mill. €  "," ","Manchester United"
"6","08/07/2015","01/01/2016","Will Keane","22","Preston NE","England",20,"300 Th. €  "," ","Manchester United"
"7","01/01/2016","23/01/2016","Sam Johnstone","22","Preston NE","England",4,"250 Th. €  "," ","Manchester United"
"8","07/01/2016","31/05/2016","Ashley Fletcher","20","Barnsley FC","England",20,"250 Th. €  "," ","Manchester United"
"9","18/07/2015","03/01/2016","Ben Pearson","20","Barnsley FC","England",23,"100 Th. €  "," ","Manchester United"
"10","18/07/2015","15/10/2015","Joe Rothwell","20","Barnsley FC","England",4,"100 Th. €  "," ","Manchester United"
"11","01/09/2015","12/01/2016","Liam Grimshaw","20","Motherwell FC","Scotland",14,"50 Th. €  "," ","Manchester United"
"12","01/09/2015","01/10/2015","Kieran O'Hara","19","Morecambe FC","England",5,"-  "," ","Manchester United"
"13","02/10/2015","07/01/2016","Donald Love","20","Wigan","England",7,"-  "," ","Manchester United"
"14","16/10/2015","03/01/2016","Joel Pereira","19","Rochdale","England",6,"-  "," ","Manchester United"
"15","12/01/2016","31/05/2016","Kieran O'Hara","19","Morecambe FC","England",5,"-  "," ","Manchester United"
"16","12/01/2016","20/02/2016","Dean Henderson","18","Stockport","England",0,"-  "," ","Manchester United"
