"","LoanStart","LoanEnd","PlayerNames","Age","PlayerLoanClub","clubCountry","PlayerAppearences","MarketValue","MarketFluctuation","club"
"1","28/08/2003","06/01/2005","Mikael Forssell","22","Birmingham","England",32,"9,00 Mill. Ä††","†","Chelsea"
"2","01/07/2003","30/06/2006","Boy-Boy Mosia","18","KVC Westerlo","Belgium",6,"250 Th. Ä††","†","Chelsea"
"3","01/08/2003","01/05/2004","Aleksey Smertin","28","Portsmouth","England",26,"-††","†","Chelsea"
"4","01/07/2003","30/06/2004","Boudewijn Zenden","26","Middlesbrough","England",31,"-††","†","Chelsea"
"5","01/07/2003","30/06/2004","Andy Ross","20","Partick Thistle","Scotland",0,"-††","†","Chelsea"
"6","01/09/2003","01/05/2004","Joel Kitamirike","19","Brentford","England",22,"-††","†","Chelsea"
"7","01/01/2004","30/06/2004","Joe Keenan","21","KVC Westerlo","Belgium",10,"-††","†","Chelsea"
"8","01/01/2004","30/06/2004","Sebastian Kneiﬂl","20","Dundee FC","Scotland",0,"-††","†","Chelsea"
"9","20/08/2003","20/05/2004","Carlton Cole","19","Charlton","England",21,"-††","†","Chelsea"
"10","13/02/2004","21/03/2004","Craig Rocastle","22","Barnsley FC","England",5,"-††","†","Chelsea"
"11","25/03/2004","20/05/2004","Craig Rocastle","22","Lincoln City","England",0,"-††","†","Chelsea"
"12","01/09/2003","01/05/2004","Lenny Pidgeley","19","Watford","England",27,"-††","†","Chelsea"
