"","LoanStart","LoanEnd","PlayerNames","Age","PlayerLoanClub","clubCountry","PlayerAppearences","MarketValue","MarketFluctuation","club"
"1","07/08/2006","30/06/2008","Hernán Crespo","31","Inter","Italy",29,"11,00 Mill. €  "," ","Chelsea"
"2","02/07/2004","30/06/2007","Alex","22","PSV Eindhoven","Netherlands",29,"10,00 Mill. €  "," ","Chelsea"
"3","01/08/2006","01/05/2007","Glen Johnson","21","Portsmouth","England",26,"4,00 Mill. €  "," ","Chelsea"
"4","01/01/2007","30/06/2008","Alcides","21","PSV Eindhoven","Netherlands",9,"3,00 Mill. €  "," ","Chelsea"
"5","01/08/2004","31/12/2006","Alcides","19","Benfica","Portugal",2,"3,00 Mill. €  "," ","Chelsea"
"6","02/01/2006","30/06/2007","Slobodan Rajkovic","16","OFK Beograd","Serbia",0,"1,30 Mill. €  "," ","Chelsea"
"7","27/09/2006","07/05/2007","Jimmy Smith","19","QPR","England",29,"400 Th. €  "," ","Chelsea"
"8","01/10/2006","01/05/2008","Michael Mancienne","18","QPR","England",28,"350 Th. €  "," ","Chelsea"
"9","03/11/2006","19/02/2007","Ryan Bertrand","17","Bournemouth","England",5,"100 Th. €  "," ","Chelsea"
"10","10/03/2007","10/04/2007","Adrian Pettigrew","20","Wycombe","England",1,"50 Th. €  "," ","Chelsea"
"11","01/01/2007","01/05/2007","James Russell","19","Walton & Hersham FC","England",0,"-  "," ","Chelsea"
"12","01/11/2006","01/03/2007","Jack Cork","17","Bournemouth","England",7,"-  "," ","Chelsea"
"13","20/07/2006","31/05/2007","Anthony Grant","19","Wycombe","England",40,"100 Th. €  "," ","Chelsea"
"14","01/01/2007","01/05/2007","James Simmonds","19","Cardiff","England",0,"-  "," ","Chelsea"
