"","LoanStart","LoanEnd","PlayerNames","Age","PlayerLoanClub","clubCountry","PlayerAppearences","MarketValue","MarketFluctuation","club"
"1","27/07/2011","30/06/2014","Thibaut Courtois","19","Atlético Madrid","Spain",37,"25,00 Mill. €  "," ","Chelsea"
"2","01/02/2012","30/06/2012","Kevin De Bruyne","20","KRC Genk","Belgium",22,"9,00 Mill. €  "," ","Chelsea"
"3","31/08/2011","30/05/2012","Yossi Benayoun","31","Arsenal","England",19,"7,00 Mill. €  "," ","Chelsea"
"4","22/08/2011","30/06/2013","Tomas Kalas","18","Vitesse","Netherlands",28,"6,00 Mill. €  "," ","Chelsea"
"5","18/01/2012","30/05/2012","Josh McEachran","18","Swansea","England",4,"5,00 Mill. €  "," ","Chelsea"
"6","31/08/2011","31/12/2011","Gaël Kakuta","20","Bolton","England",4,"4,50 Mill. €  "," ","Chelsea"
"7","11/01/2012","30/06/2012","Gaël Kakuta","20","Dijon","France",14,"4,00 Mill. €  "," ","Chelsea"
"8","17/01/2012","30/06/2014","Patrick van Aanholt","21","Vitesse","Netherlands",9,"3,50 Mill. €  "," ","Chelsea"
"9","01/07/2011","30/06/2013","Jeffrey Bruma","19","Hamburger SV","Germany",22,"2,25 Mill. €  "," ","Chelsea"
"10","31/08/2011","06/01/2012","Patrick van Aanholt","21","Wigan","England",3,"1,50 Mill. €  "," ","Chelsea"
"11","30/08/2011","30/06/2012","Ulises Dávila","20","Vitesse","Netherlands",2,"1,00 Mill. €  "," ","Chelsea"
"12","09/01/2012","30/06/2013","Kenneth Omeruo","18","ADO Den Haag","Netherlands",9,"1,00 Mill. €  "," ","Chelsea"
"13","01/09/2011","30/06/2012","Matej Delac","19","C. Budejovice","Czech Republic",1,"750 Th. €  "," ","Chelsea"
"14","01/01/2012","01/04/2012","Milan Lalkovic","19","ADO Den Haag","Netherlands",2,"100 Th. €  "," ","Chelsea"
"15","01/07/2011","31/12/2011","Milan Lalkovic","18","Doncaster","England",6,"-  "," ","Chelsea"
"16","04/11/2011","03/01/2012","Conor Clifford","20","Yeovil Town","England",7,"-  "," ","Chelsea"
"17","02/01/2012","31/05/2012","Rhys Taylor","21","Rotherham","England",20,"-  "," ","Chelsea"
"18","17/08/2011","01/09/2011","Ben Gordon","20","Peterborough","England",1,"300 Th. €  "," ","Chelsea"
"19","11/01/2012","13/05/2012","Ben Gordon","20","Kilmarnock FC","Scotland",17,"300 Th. €  "," ","Chelsea"
"20","11/07/2011","23/12/2011","Sam Walker","19","Northampt. Town","England",21,"-  "," ","Chelsea"
"21","19/01/2012","01/05/2012","Sam Walker","20","Yeovil Town","England",20,"-  "," ","Chelsea"
"22","03/03/2012","01/06/2012","Reece Loudon","18","Potters","England",0,"-  "," ","Chelsea"
"23","01/06/2012","05/07/2012","Jhon Pírez","19","Defensor U19","Uruguay",0,"-  "," ","Chelsea"
