"","LoanStart","LoanEnd","PlayerNames","Age","PlayerLoanClub","clubCountry","PlayerAppearences","MarketValue","MarketFluctuation","club"
"1","30/08/2012","31/05/2013","Andy Carroll","23","West Ham","England",24,"11,00 Mill. €  "," ","Liverpool"
"2","31/08/2012","31/05/2013","Jay Spearing","23","Bolton","England",37,"3,00 Mill. €  "," ","Liverpool"
"3","22/11/2012","17/01/2013","Danny Wilson","20","Bristol City","England",1,"1,50 Mill. €  "," ","Liverpool"
"4","18/01/2013","31/05/2013","Danny Wilson","21","Heart of Midl.","Scotland",13,"1,50 Mill. €  "," ","Liverpool"
"5","31/01/2013","30/06/2013","Dani Pacheco","22","SD Huesca","Spain",19,"500 Th. €  "," ","Liverpool"
"6","25/01/2013","31/05/2013","Michael Ngoo","20","Heart of Midl.","Scotland",15,"75 Th. €  "," ","Liverpool"
"7","03/01/2013","31/05/2013","Jamie Stephens","19","Airbus UK BFC","Wales",3,"-  "," ","Liverpool"
"8","19/02/2013","31/05/2013","Jack Robinson","19","Wolves","England",11,"-  "," ","Liverpool"
"9","08/08/2012","01/01/2013","Henoc Mukendi","18","Northampt. Town","England",7,"-  "," ","Liverpool"
"10","27/08/2012","31/12/2012","Villyan Bijev","19","Start","Norway",0,"-  "," ","Liverpool"
"11","03/01/2013","09/02/2013","Adam Morgan","18","Rotherham","England",1,"-  "," ","Liverpool"
