"","LoanStart","LoanEnd","PlayerNames","Age","PlayerLoanClub","clubCountry","PlayerAppearences","MarketValue","MarketFluctuation","club"
"1","12/08/2010","31/05/2011","Danny Welbeck","19","Sunderland","England",26,"6,00 Mill. €  "," ","Manchester United"
"2","06/08/2010","31/05/2011","Mame Diouf","22","Blackburn","England",26,"4,00 Mill. €  "," ","Manchester United"
"3","05/01/2011","30/06/2011","Federico Macheda","19","Sampdoria","Italy",14,"2,80 Mill. €  "," ","Manchester United"
"4","31/08/2010","31/05/2011","Tom Cleverley","21","Wigan","England",25,"2,50 Mill. €  "," ","Manchester United"
"5","24/09/2010","24/10/2010","Ritchie De Laet","21","Sheffield Utd.","England",6,"1,25 Mill. €  "," ","Manchester United"
"6","19/11/2010","30/12/2010","Ritchie De Laet","21","Preston NE","England",5,"1,25 Mill. €  "," ","Manchester United"
"7","14/01/2011","30/06/2011","Ritchie De Laet","22","Portsmouth","England",22,"1,25 Mill. €  "," ","Manchester United"
"8","08/07/2010","25/01/2011","Danny Drinkwater","20","Cardiff","England",9,"750 Th. €  "," ","Manchester United"
"9","28/01/2011","31/05/2011","Danny Drinkwater","20","Watford","England",12,"750 Th. €  "," ","Manchester United"
"10","07/08/2010","31/12/2010","Joshua King","18","Preston NE","England",8,"250 Th. €  "," ","Manchester United"
"11","01/08/2010","01/12/2010","James Chester","21","Carlisle United","England",18,"50 Th. €  "," ","Manchester United"
"12","29/09/2010","25/10/2010","Reece Brown","18","Bradford","England",3,"-  "," ","Manchester United"
"13","01/08/2010","01/09/2010","Conor Devlin","18","Hartlepool Utd.","England",0,"-  "," ","Manchester United"
"14","01/10/2010","01/11/2010","Corry Evans","20","Carlisle United","England",1,"-  "," ","Manchester United"
"15","07/01/2011","15/03/2011","Ben Amos","20","Oldham Athletic","England",16,"-  "," ","Manchester United"
"16","01/01/2011","01/05/2011","Corry Evans","20","Hull City","England",18,"-  "," ","Manchester United"
"17","01/01/2011","01/02/2011","Joe Dudgeon","20","Carlisle United","England",2,"-  "," ","Manchester United"
