"","LoanStart","LoanEnd","PlayerNames","Age","PlayerLoanClub","clubCountry","PlayerAppearences","MarketValue","MarketFluctuation","club"
"1","02/09/2015","31/12/2015","Allan","18","SJK Seinäjoki","Finland",0,"400 Th. €  "," ","Liverpool"
"2","18/01/2016","30/06/2016","Allan","18","Sint-Truiden","Belgium",6,"400 Th. €  "," ","Liverpool"
"3","01/09/2015","30/06/2016","Taiwo Awoniyi","18","FSV Frankfurt","Germany",13,"300 Th. €  "," ","Liverpool"
"4","31/08/2015","11/05/2016","Sergi Canós","18","Brentford","England",38,"250 Th. €  "," ","Liverpool"
"5","10/07/2015","31/05/2016","Lloyd Jones","19","Blackpool","England",10,"100 Th. €  "," ","Liverpool"
"6","04/08/2015","31/05/2016","Lawrence Vigouroux","21","Swindon Town","England",33,"100 Th. €  "," ","Liverpool"
"7","26/08/2015","05/01/2016","Harry Wilson","18","Crewe Alexandra","England",7,"100 Th. €  "," ","Liverpool"
"8","10/09/2015","05/01/2016","Ryan Kent","18","Coventry","England",17,"100 Th. €  "," ","Liverpool"
"9","29/08/2015","11/01/2016","Ryan McLaughlin","20","Aberdeen FC","Scotland",4,"50 Th. €  "," ","Liverpool"
"10","28/08/2015","28/09/2015","Joe Maguire","19","Leyton Orient","England",0,"-  "," ","Liverpool"
"11","22/01/2016","23/03/2016","Ryan Fulton","19","Portsmouth","England",12,"-  "," ","Liverpool"
"12","26/11/2015","31/01/2016","Will Marsh","19","Sheff Wed","England",0,"-  "," ","Liverpool"
