"","LoanStart","LoanEnd","PlayerNames","Age","PlayerLoanClub","clubCountry","PlayerAppearences","MarketValue","MarketFluctuation","club"
"1","31/07/2015","30/06/2017","Olivier Ntcham","19","Genoa","Italy",17,"1,80 Mill. €  "," ","Manchester City"
"2","30/07/2015","30/06/2016","Seko Fofana","20","SC Bastia","France",32,"1,25 Mill. €  "," ","Manchester City"
"3","01/02/2015","30/06/2016","Divine Naah","18","NAC Breda","Netherlands",25,"650 Th. €  "," ","Manchester City"
"4","31/03/2016","31/12/2016","Chidiebere Nwakali","19","Start","Norway",22,"500 Th. €  "," ","Manchester City"
"5","01/07/2015","30/06/2016","Jack Byrne","19","SC Cambuur","Netherlands",27,"350 Th. €  "," ","Manchester City"
"6","01/08/2015","30/06/2016","Thomas Agyepong","18","FC Twente","Netherlands",14,"250 Th. €  "," ","Manchester City"
"7","14/01/2014","01/12/2015","Godsway Donyoh","19","Falkenberg","Sweden",0,"200 Th. €  "," ","Manchester City"
"8","31/08/2015","30/03/2016","Chidiebere Nwakali","18","Girona","Spain",0,"200 Th. €  "," ","Manchester City"
"9","14/08/2015","30/06/2016","Yaw Yeboah","18","LOSC Lille","France",3,"150 Th. €  "," ","Manchester City"
"10","06/03/2015","31/10/2015","Shay Facey","20","NYCFC","United States",0,"100 Th. €  "," ","Manchester City"
"11","02/01/2016","31/05/2016","Shay Facey","20","Rotherham","England",5,"100 Th. €  "," ","Manchester City"
"12","13/01/2016","30/06/2016","Pablo Maffeo","18","Girona","Spain",10,"100 Th. €  "," ","Manchester City"
"13","28/01/2016","30/06/2017","Collins Tanor","18","Nordsjaelland","Denmark",3,"100 Th. €  "," ","Manchester City"
"14","31/01/2015","30/08/2015","Chidiebere Nwakali","18","A. Malagueño","Spain",0,"-  "," ","Manchester City"
"15","08/07/2015","31/10/2015","Angeliño","18","NYCFC","United States",0,"-  "," ","Manchester City"
"16","28/09/2015","26/10/2015","James Horsfield","19","Doncaster","England",2,"-  "," ","Manchester City"
"17","20/10/2015","16/01/2016","George Evans","20","Walsall","England",12,"-  "," ","Manchester City"
"18","06/11/2015","15/12/2015","Brandon Barker","19","Rotherham","England",4,"-  "," ","Manchester City"
"19","12/12/2015","03/01/2016","Ian Lawlor","21","Barnet","England",5,"-  "," ","Manchester City"
"20","07/01/2016","31/05/2016","Ian Lawlor","21","Bury","England",12,"-  "," ","Manchester City"
