"","LoanStart","LoanEnd","PlayerNames","Age","PlayerLoanClub","clubCountry","PlayerAppearences","MarketValue","MarketFluctuation","club"
"1","12/08/2015","30/06/2016","Edin Dzeko","29","AS Roma","Italy",31,"18,00 Mill. €  "," ","Manchester City"
"2","31/07/2015","02/01/2017","Stevan Jovetic","25","Inter","Italy",26,"10,00 Mill. €  "," ","Manchester City"
"3","01/02/2016","31/05/2017","Patrick Roberts","18","Celtic","Scotland",11,"5,00 Mill. €  "," ","Manchester City"
"4","31/07/2015","29/01/2016","Enes Ünal","18","KRC Genk","Belgium",12,"3,20 Mill. €  "," ","Manchester City"
"5","01/02/2016","30/06/2016","Enes Ünal","18","NAC Breda","Netherlands",11,"3,20 Mill. €  "," ","Manchester City"
"6","31/08/2015","30/06/2016","Jason Denayer","20","Galatasaray","Turkey",17,"3,00 Mill. €  "," ","Manchester City"
"7","26/10/2015","02/01/2016","Bruno Zuculini","22","Middlesbrough","England",5,"1,50 Mill. €  "," ","Manchester City"
"8","01/02/2016","30/06/2016","Bruno Zuculini","22","AEK Athens","Greece",2,"1,50 Mill. €  "," ","Manchester City"
"9","29/08/2015","30/06/2016","Florian Lejeune","24","Girona","Spain",38,"800 Th. €  "," ","Manchester City"
"10","19/01/2016","26/07/2017","Anthony Cáceres","23","Melbourne City","Australia",9,"600 Th. €  "," ","Manchester City"
"11","29/08/2015","30/06/2016","Rubén Sobrino","23","Girona","Spain",10,"500 Th. €  "," ","Manchester City"
"12","27/10/2015","21/12/2015","Luke Brattan","25","Bolton","England",0,"500 Th. €  "," ","Manchester City"
"13","31/07/2015","30/06/2017","Olivier Ntcham","19","Genoa","Italy",17,"1,80 Mill. €  "," ","Manchester City"
"14","30/07/2015","30/06/2016","Seko Fofana","20","SC Bastia","France",32,"1,25 Mill. €  "," ","Manchester City"
"15","01/02/2015","30/06/2016","Divine Naah","18","NAC Breda","Netherlands",25,"650 Th. €  "," ","Manchester City"
"16","31/03/2016","31/12/2016","Chidiebere Nwakali","19","Start","Norway",22,"500 Th. €  "," ","Manchester City"
"17","01/07/2015","30/06/2016","Jack Byrne","19","SC Cambuur","Netherlands",27,"350 Th. €  "," ","Manchester City"
"18","01/08/2015","30/06/2016","Thomas Agyepong","18","FC Twente","Netherlands",14,"250 Th. €  "," ","Manchester City"
"19","14/01/2014","01/12/2015","Godsway Donyoh","19","Falkenberg","Sweden",0,"200 Th. €  "," ","Manchester City"
"20","31/08/2015","30/03/2016","Chidiebere Nwakali","18","Girona","Spain",0,"200 Th. €  "," ","Manchester City"
"21","14/08/2015","30/06/2016","Yaw Yeboah","18","LOSC Lille","France",3,"150 Th. €  "," ","Manchester City"
"22","06/03/2015","31/10/2015","Shay Facey","20","NYCFC","United States",0,"100 Th. €  "," ","Manchester City"
"23","02/01/2016","31/05/2016","Shay Facey","20","Rotherham","England",5,"100 Th. €  "," ","Manchester City"
"24","13/01/2016","30/06/2016","Pablo Maffeo","18","Girona","Spain",10,"100 Th. €  "," ","Manchester City"
"25","28/01/2016","30/06/2017","Collins Tanor","18","Nordsjaelland","Denmark",3,"100 Th. €  "," ","Manchester City"
"26","31/01/2015","30/08/2015","Chidiebere Nwakali","18","A. Malagueño","Spain",0,"-  "," ","Manchester City"
"27","08/07/2015","31/10/2015","Angeliño","18","NYCFC","United States",0,"-  "," ","Manchester City"
"28","28/09/2015","26/10/2015","James Horsfield","19","Doncaster","England",2,"-  "," ","Manchester City"
"29","20/10/2015","16/01/2016","George Evans","20","Walsall","England",12,"-  "," ","Manchester City"
"30","06/11/2015","15/12/2015","Brandon Barker","19","Rotherham","England",4,"-  "," ","Manchester City"
"31","12/12/2015","03/01/2016","Ian Lawlor","21","Barnet","England",5,"-  "," ","Manchester City"
"32","07/01/2016","31/05/2016","Ian Lawlor","21","Bury","England",12,"-  "," ","Manchester City"
