"","LoanStart","LoanEnd","PlayerNames","Age","PlayerLoanClub","clubCountry","PlayerAppearences","MarketValue","MarketFluctuation","club"
"1","29/01/2016","02/01/2017","Charly Musonda Jr.","19","Real Betis","Spain",16,"5,00 Mill. €  "," ","Chelsea"
"2","31/08/2015","30/06/2016","Jeremie Boga","18","Stade Rennais","France",27,"1,00 Mill. €  "," ","Chelsea"
"3","04/08/2015","30/06/2016","Dominic Solanke","17","Vitesse","Netherlands",25,"900 Th. €  "," ","Chelsea"
"4","14/07/2015","30/06/2016","Victorien Angban","18","Sint-Truiden","Belgium",19,"800 Th. €  "," ","Chelsea"
"5","10/07/2015","30/06/2016","Isaiah Brown","18","Vitesse","Netherlands",22,"650 Th. €  "," ","Chelsea"
"6","01/09/2015","26/01/2016","Islam Feruz","19","Hibernian FC","Scotland",6,"400 Th. €  "," ","Chelsea"
"7","01/10/2015","31/05/2016","John Swift","20","Brentford","England",27,"250 Th. €  "," ","Chelsea"
"8","03/08/2015","30/06/2016","Joao Rodríguez","19","Sint-Truiden","Belgium",10,"150 Th. €  "," ","Chelsea"
"9","20/07/2015","03/01/2016","Jordan Houghton","19","Gillingham FC","England",11,"100 Th. €  "," ","Chelsea"
"10","08/08/2015","02/01/2016","Alex Davey","20","Peterborough","England",7,"100 Th. €  "," ","Chelsea"
"11","10/03/2016","31/05/2016","Jordan Houghton","20","Plymouth","England",10,"100 Th. €  "," ","Chelsea"
"12","15/03/2016","22/07/2016","Alex Davey","21","Stabæk","Norway",5,"100 Th. €  "," ","Chelsea"
"13","15/01/2016","25/02/2016","Mitchell Beeney","20","Newport County","England",4,"-  "," ","Chelsea"
"14","21/01/2016","21/02/2016","Alex Kiwomya","19","Fleetwood","England",4,"-  "," ","Chelsea"
