"","LoanStart","LoanEnd","PlayerNames","Age","PlayerLoanClub","clubCountry","PlayerAppearences","MarketValue","MarketFluctuation","club"
"1","28/01/2010","30/06/2010","Robinho","26","Santos FC","Brazil",2,"15,00 Mill. €  "," ","Manchester City"
"2","02/02/2009","20/01/2010","Jô","21","Everton","England",15,"12,50 Mill. €  "," ","Manchester City"
"3","21/01/2010","30/06/2010","Jô","22","Galatasaray","Turkey",13,"7,50 Mill. €  "," ","Manchester City"
"4","01/07/2009","31/05/2010","Joe Hart","22","Birmingham","England",36,"7,00 Mill. €  "," ","Manchester City"
"5","29/07/2009","30/06/2010","Valeri Bojinov","23","Parma","Italy",30,"6,20 Mill. €  "," ","Manchester City"
"6","01/01/2010","01/05/2010","Benjani","31","Sunderland","England",8,"5,00 Mill. €  "," ","Manchester City"
"7","25/07/2009","31/12/2009","Felipe Caicedo","20","Sporting CP","Portugal",7,"4,20 Mill. €  "," ","Manchester City"
"8","08/01/2010","30/06/2010","Felipe Caicedo","21","Málaga CF","Spain",18,"4,00 Mill. €  "," ","Manchester City"
"9","22/01/2010","01/06/2010","Vladimir Weiss","20","Bolton","England",13,"1,50 Mill. €  "," ","Manchester City"
"10","01/08/2009","01/05/2010","Kelvin Etuhu","21","Cardiff","England",16,"750 Th. €  "," ","Manchester City"
"11","24/07/2009","31/05/2010","Shay Logan","21","Tranmere Rovers","England",33,"300 Th. €  "," ","Manchester City"
"12","26/01/2010","01/06/2010","Donal McDermott","20","Scunthorpe Utd.","England",9,"200 Th. €  "," ","Manchester City"
"13","01/02/2010","01/03/2010","Javan Vidal","20","Derby","England",1,"100 Th. €  "," ","Manchester City"
"14","01/08/2009","01/05/2010","Ryan McGivern","19","Leicester","England",12,"100 Th. €  "," ","Manchester City"
"15","01/04/2010","30/06/2010","John Guidetti","17","Brommapojkarna","Sweden",8,"50 Th. €  "," ","Manchester City"
"16","01/03/2010","31/05/2010","James Poole","19","Bury","England",9,"50 Th. €  "," ","Manchester City"
"17","07/08/2009","07/11/2009","Donal McDermott","19","Chesterfield FC","England",15,"-  "," ","Manchester City"
