"","LoanStart","LoanEnd","PlayerNames","Age","PlayerLoanClub","clubCountry","PlayerAppearences","MarketValue","MarketFluctuation","club"
"1","27/07/2013","30/06/2014","Joel Campbell","21","Olympiacos","Greece",32,"5,00 Mill. €  "," ","Arsenal"
"2","01/07/2013","30/06/2014","Johan Djourou","26","Hamburger SV","Germany",22,"3,00 Mill. €  "," ","Arsenal"
"3","05/07/2013","30/06/2014","Francis Coquelin","22","SC Freiburg","Germany",16,"3,00 Mill. €  "," ","Arsenal"
"4","31/01/2014","31/05/2014","Ju-yeong Park","28","Watford","England",2,"1,00 Mill. €  "," ","Arsenal"
"5","09/08/2013","31/05/2014","Ignasi Miquel","20","Leicester","England",7,"400 Th. €  "," ","Arsenal"
"6","14/08/2013","30/06/2014","Wellington Silva","20","Real Murcia","Spain",36,"400 Th. €  "," ","Arsenal"
"7","15/10/2013","31/05/2014","Emiliano Martínez","21","Sheff Wed","England",11,"300 Th. €  "," ","Arsenal"
"8","28/11/2013","02/01/2014","Nico Yennaris","20","Bournemouth","England",0,"300 Th. €  "," ","Arsenal"
"9","09/01/2014","10/02/2014","Chuba Akpom","18","Brentford","England",4,"250 Th. €  "," ","Arsenal"
"10","14/02/2014","24/03/2014","Chuba Akpom","18","Coventry","England",6,"250 Th. €  "," ","Arsenal"
"11","31/01/2014","31/05/2014","Daniel Boateng","21","Hibernian FC","Scotland",4,"50 Th. €  "," ","Arsenal"
"12","22/11/2013","18/02/2014","Héctor Bellerín","18","Watford","England",8,"500 Th. €  "," ","Arsenal"
"13","30/01/2014","31/05/2014","Benik Afobe","20","Sheff Wed","England",12,"300 Th. €  "," ","Arsenal"
"14","02/08/2013","31/05/2014","Chuks Aneke","20","Crewe Alexandra","England",40,"-  "," ","Arsenal"
"15","25/10/2013","02/01/2014","Austin Lipman","18","Boreham Wood","England",0,"-  "," ","Arsenal"
"16","03/12/2013","21/01/2014","Anthony Jeffrey","19","Boreham Wood","England",0,"-  "," ","Arsenal"
"17","12/03/2014","27/04/2014","Zac Fagan","19","Boreham Wood","England",0,"-  "," ","Arsenal"
