"","LoanStart","LoanEnd","PlayerNames","Age","PlayerLoanClub","clubCountry","PlayerAppearences","MarketValue","MarketFluctuation","club"
"1","02/01/2006","30/06/2010","Emmanuel Sarki","18","KVC Westerlo","Belgium",7,"400 Th. €  "," ","Chelsea"
"2","27/01/2006","31/05/2006","Filipe Morais","20","MK Dons","England",13,"100 Th. €  "," ","Chelsea"
"3","01/02/2006","01/03/2006","Yves Makabu-Makalambay","20","Watford","England",0,"75 Th. €  "," ","Chelsea"
"4","13/01/2006","16/02/2006","Anthony Grant","18","Oldham Athletic","England",2,"50 Th. €  "," ","Chelsea"
"5","01/03/2006","01/05/2006","Danny Hollands","20","Torquay United","England",10,"-  "," ","Chelsea"
"6","19/01/2006","08/05/2006","Wayne Bridge","25","Fulham","England",12,"7,75 Mill. €  "," ","Chelsea"
"7","01/07/2005","01/02/2006","Aleksey Smertin","30","Charlton","England",18,"6,50 Mill. €  "," ","Chelsea"
"8","01/08/2005","01/05/2006","Jiri Jarosik","27","Birmingham","England",24,"6,50 Mill. €  "," ","Chelsea"
"9","01/07/2004","30/06/2006","Juan Sebastián Verón","29","Inter","Italy",25,"4,00 Mill. €  "," ","Chelsea"
"10","02/01/2006","30/06/2007","Slobodan Rajkovic","16","OFK Beograd","Serbia",2,"1,30 Mill. €  "," ","Chelsea"
"11","01/07/2005","01/06/2006","Nuno Morais","21","Marítimo","Portugal",17,"1,00 Mill. €  "," ","Chelsea"
"12","01/08/2005","01/09/2005","Joe Keenan","22","Brentford","England",4,"600 Th. €  "," ","Chelsea"
"13","01/01/2006","30/06/2006","Joe Keenan","23","Willem II","Netherlands",13,"600 Th. €  "," ","Chelsea"
"14","01/07/2003","30/06/2006","Boy-Boy Mosia","18","KVC Westerlo","Belgium",9,"250 Th. €  "," ","Chelsea"
"15","01/11/2005","01/12/2005","Lenny Pidgeley","21","Millwall","England",0,"100 Th. €  "," ","Chelsea"
"16","01/10/2005","01/11/2005","Steven Watt","20","Barnsley FC","England",3,"50 Th. €  "," ","Chelsea"
