"","LoanStart","LoanEnd","PlayerNames","Age","PlayerLoanClub","clubCountry","PlayerAppearences","MarketValue","MarketFluctuation","club"
"1","31/01/2011","31/05/2011","Daniel Sturridge","21","Bolton","England",12,"5,00 Mill. €  "," ","Chelsea"
"2","26/08/2010","31/05/2011","Michael Mancienne","22","Wolves","England",16,"3,50 Mill. €  "," ","Chelsea"
"3","23/08/2010","30/06/2011","Nemanja Matic","22","Vitesse","Netherlands",27,"3,00 Mill. €  "," ","Chelsea"
"4","25/01/2011","31/05/2011","Gaël Kakuta","19","Fulham","England",7,"3,00 Mill. €  "," ","Chelsea"
"5","23/08/2010","30/06/2011","Slobodan Rajkovic","21","Vitesse","Netherlands",24,"2,50 Mill. €  "," ","Chelsea"
"6","11/02/2011","31/05/2011","Jeffrey Bruma","19","Leicester","England",11,"2,00 Mill. €  "," ","Chelsea"
"7","05/08/2010","31/12/2010","Ryan Bertrand","21","Nottm Forest","England",19,"1,00 Mill. €  "," ","Chelsea"
"8","01/08/2010","01/05/2011","Jack Cork","21","Burnley","England",40,"1,00 Mill. €  "," ","Chelsea"
"9","01/08/2010","30/06/2011","Matej Delac","17","Vitesse","Netherlands",0,"1,00 Mill. €  "," ","Chelsea"
"10","26/01/2011","31/05/2011","Patrick van Aanholt","20","Leicester","England",12,"1,00 Mill. €  "," ","Chelsea"
"11","04/07/2010","31/05/2011","Rhys Taylor","20","Crewe Alexandra","England",44,"200 Th. €  "," ","Chelsea"
"12","08/07/2010","31/12/2010","Tomas Kalas","17","Sigma Olomouc","Czech Republic",4,"100 Th. €  "," ","Chelsea"
"13","18/03/2011","31/05/2011","Fabio Borini","19","Swansea","England",9,"100 Th. €  "," ","Chelsea"
"14","22/10/2010","01/12/2010","Conor Clifford","19","Plymouth","England",7,"-  "," ","Chelsea"
"15","01/11/2010","01/12/2010","Michael Woods","20","Notts County","England",0,"-  "," ","Chelsea"
"16","31/01/2011","31/05/2011","Jacob Mellis","20","Barnsley FC","England",15,"-  "," ","Chelsea"
"17","11/02/2011","07/04/2011","Conor Clifford","19","Notts County","England",9,"-  "," ","Chelsea"
