"","LoanStart","LoanEnd","PlayerNames","Age","PlayerLoanClub","clubCountry","PlayerAppearences","MarketValue","MarketFluctuation","club"
"1","22/08/2013","31/05/2014","Scott Sinclair","24","West Brom","England",8,"6,00 Mill. €  "," ","Manchester City"
"2","02/09/2013","31/05/2014","Gareth Barry","32","Everton","England",32,"5,00 Mill. €  "," ","Manchester City"
"3","14/01/2014","31/05/2014","John Guidetti","21","Stoke City","England",6,"4,50 Mill. €  "," ","Manchester City"
"4","10/07/2013","30/06/2015","Karim Rekik","18","PSV Eindhoven","Netherlands",25,"3,50 Mill. €  "," ","Manchester City"
"5","02/09/2013","31/12/2013","Abdul Razak","20","Anzhi","Russia",7,"1,00 Mill. €  "," ","Manchester City"
"6","07/01/2013","31/12/2013","Abdisalam Ibrahim","21","Strømsgodset","Norway",0,"800 Th. €  "," ","Manchester City"
"7","02/09/2013","31/12/2013","Mohammed Abu","21","Aarhus GF","Denmark",0,"750 Th. €  "," ","Manchester City"
"8","20/01/2014","31/12/2014","Eirik Johansen","21","Sandefjord","Norway",28,"300 Th. €  "," ","Manchester City"
"9","06/08/2013","01/01/2014","Reece Wabara","21","Doncaster","England",13,"-  "," ","Manchester City"
"10","30/08/2013","19/09/2013","Albert Rusnák","19","Oldham Athletic","England",2,"-  "," ","Manchester City"
"11","21/01/2014","31/05/2014","Albert Rusnák","19","Birmingham","England",3,"-  "," ","Manchester City"
