"","LoanStart","LoanEnd","PlayerNames","Age","PlayerLoanClub","clubCountry","PlayerAppearences","MarketValue","MarketFluctuation","club"
"1","31/08/2016","31/05/2017","Jack Wilshere","24","Bournemouth","England",27,"20,00 Mill. €  "," ","Arsenal"
"2","29/07/2015","30/06/2017","Wojciech Szczesny","25","AS Roma","Italy",38,"17,00 Mill. €  "," ","Arsenal"
"3","30/08/2016","31/05/2017","Calum Chambers","21","Middlesbrough","England",24,"12,00 Mill. €  "," ","Arsenal"
"4","21/08/2016","30/06/2017","Joel Campbell","24","Sporting CP","Portugal",19,"6,00 Mill. €  "," ","Arsenal"
"5","26/08/2016","30/06/2018","Takuma Asano","21","VfB Stuttgart","Germany",26,"2,00 Mill. €  "," ","Arsenal"
"6","31/01/2017","31/05/2017","Krystian Bielik","19","Birmingham","England",10,"1,50 Mill. €  "," ","Arsenal"
"7","30/01/2017","31/05/2017","Chuba Akpom","21","Brighton","England",10,"1,00 Mill. €  "," ","Arsenal"
"8","31/01/2017","05/04/2017","Matt Macey","22","Luton Town","England",11,"500 Th. €  "," ","Arsenal"
"9","12/07/2016","10/01/2017","Jon Toral","21","Granada CF","Spain",5,"1,50 Mill. €  "," ","Arsenal"
"10","12/01/2017","31/05/2017","Jon Toral","21","Rangers","Scotland",12,"1,50 Mill. €  "," ","Arsenal"
"11","31/01/2017","30/06/2017","Ismaël Bennacer","19","Tours FC","France",16,"500 Th. €  "," ","Arsenal"
"12","10/01/2017","30/06/2017","Dan Crowley","19","Go Ahead Eagles","Netherlands",16,"350 Th. €  "," ","Arsenal"
"13","03/08/2016","30/06/2017","Julio Pleguezuelo","19","RCD Mallorca","Spain",15,"300 Th. €  "," ","Arsenal"
"14","31/08/2016","30/06/2017","Kelechi Nwakali","18","MVV Maastricht","Netherlands",29,"300 Th. €  "," ","Arsenal"
"15","01/07/2016","01/12/2016","Dan Crowley","18","Oxford United","England",6,"250 Th. €  "," ","Arsenal"
"16","31/01/2017","30/06/2017","Gedion Zelalem","20","VVV-Venlo","Netherlands",8,"250 Th. €  "," ","Arsenal"
"17","17/08/2016","30/06/2017","Tafari Moore","19","Utrecht U21","Netherlands",26,"200 Th. €  "," ","Arsenal"
"18","05/08/2016","30/06/2017","Stefan O'Connor","19","MVV Maastricht","Netherlands",4,"50 Th. €  "," ","Arsenal"
"19","31/01/2017","30/06/2017","Aaron Eyoma","19","FC Volendam","Netherlands",0,"50 Th. €  "," ","Arsenal"
"20","01/07/2016","07/01/2017","Ryan Huddart","19","Eastleigh FC","England",5,"-  "," ","Arsenal"
"21","31/08/2016","03/01/2017","Glen Kamara","20","Colchester Utd.","England",4,"-  "," ","Arsenal"
"22","31/01/2017","31/05/2017","Kaylen Hinds","19","Stevenage FC","England",13,"-  "," ","Arsenal"
"23","31/01/2017","01/03/2017","Stephy Mavididi","18","Charlton","England",5,"-  "," ","Arsenal"
"24","31/01/2017","31/05/2017","Marc Bola","19","Notts County","England",13,"-  "," ","Arsenal"
