"","LoanStart","LoanEnd","PlayerNames","Age","PlayerLoanClub","clubCountry","PlayerAppearences","MarketValue","MarketFluctuation","club"
"1","16/08/2018","30/06/2019","Patrick Roberts","21","Girona","Spain",12,"5,00 Mill. €  "," ","Manchester City"
"2","01/02/2019","30/06/2020","Ante Palaversa","18","Hajduk Split","Croatia",19,"5,00 Mill. €  "," ","Manchester City"
"3","30/07/2018","31/05/2019","Jack Harrison","21","Leeds","England",27,"3,50 Mill. €  "," ","Manchester City"
"4","01/08/2017","30/06/2019","Douglas Luiz","19","Girona","Spain",17,"2,50 Mill. €  "," ","Manchester City"
"5","01/08/2017","30/06/2019","Aleix García","20","Girona","Spain",25,"2,00 Mill. €  "," ","Manchester City"
"6","03/08/2018","30/06/2019","Luka Ilic","19","NAC Breda","Netherlands",10,"1,50 Mill. €  "," ","Manchester City"
"7","17/08/2018","30/06/2020","Daniel Arzani","19","Celtic","Scotland",1,"1,50 Mill. €  "," ","Manchester City"
"8","16/02/2018","15/07/2018","Mix Diskerud","27","IFK Göteborg","Sweden",0,"900 Th. €  "," ","Manchester City"
"9","17/07/2018","30/06/2019","Mix Diskerud","27","Ulsan","Korea, South",1,"900 Th. €  "," ","Manchester City"
"10","01/07/2018","30/06/2019","Pablo Marí","24","Dep. La Coruña","Spain",27,"700 Th. €  "," ","Manchester City"
"11","06/07/2018","30/06/2019","Erik Palmer-Brown","21","NAC Breda","Netherlands",10,"700 Th. €  "," ","Manchester City"
"12","15/01/2019","30/06/2020","Ko Itakura","21","FC Groningen","Netherlands",0,"700 Th. €  "," ","Manchester City"
"13","25/01/2019","30/06/2019","Marlos Moreno","22","Santos Laguna","Mexico",6,"700 Th. €  "," ","Manchester City"
"14","01/07/2016","30/06/2019","Luke Brattan","26","Melbourne City","Australia",19,"500 Th. €  "," ","Manchester City"
"15","16/01/2018","31/12/2018","Marlos Moreno","21","Flamengo","Brazil",0,"500 Th. €  "," ","Manchester City"
"16","01/07/2018","31/12/2018","Anthony Cáceres","25","Melbourne City","Australia",5,"500 Th. €  "," ","Manchester City"
"17","02/01/2019","30/06/2019","Anthony Cáceres","26","Sydney FC","Australia",8,"350 Th. €  "," ","Manchester City"
"18","31/07/2018","22/08/2018","Arijanet Muric","19","NAC Breda","Netherlands",1,"-  "," ","Manchester City"
