"","LoanStart","LoanEnd","PlayerNames","Age","PlayerLoanClub","clubCountry","PlayerAppearences","MarketValue","MarketFluctuation","club"
"1","15/08/2008","30/06/2009","Claudio Pizarro","29","Werder Bremen","Germany",26,"12,00 Mill. €  "," ","Chelsea"
"2","23/08/2008","30/06/2009","Andrii Shevchenko","31","AC Milan","Italy",18,"10,00 Mill. €  "," ","Chelsea"
"3","09/07/2008","30/06/2010","Slobodan Rajkovic","19","FC Twente","Netherlands",13,"2,50 Mill. €  "," ","Chelsea"
"4","06/01/2009","25/05/2009","Scott Sinclair","19","Birmingham","England",14,"1,00 Mill. €  "," ","Chelsea"
"5","04/01/2008","25/05/2009","Ryan Bertrand","18","Norwich","England",38,"750 Th. €  "," ","Chelsea"
"6","01/01/2009","01/05/2009","Jack Cork","19","Watford","England",19,"750 Th. €  "," ","Chelsea"
"7","01/01/2009","30/06/2009","Ben Sahar","19","De Graafschap","Netherlands",16,"750 Th. €  "," ","Chelsea"
"8","02/02/2009","30/06/2009","Jimmy Smith","22","Leyton Orient","England",16,"750 Th. €  "," ","Chelsea"
"9","01/07/2008","01/12/2008","Ben Sahar","18","Portsmouth","England",0,"600 Th. €  "," ","Chelsea"
"10","01/08/2008","01/12/2008","Jack Cork","19","Southampton","England",23,"600 Th. €  "," ","Chelsea"
"11","27/10/2008","29/12/2008","Michael Mancienne","20","Wolves","England",10,"600 Th. €  "," ","Chelsea"
"12","01/07/2008","31/12/2008","Jimmy Smith","21","Sheff Wed","England",12,"500 Th. €  "," ","Chelsea"
"13","01/08/2008","01/11/2008","Lee Sawyer","18","Southend United","England",12,"-  "," ","Chelsea"
"14","01/01/2009","01/02/2009","Lee Sawyer","19","Coventry","England",2,"-  "," ","Chelsea"
"15","30/01/2009","02/03/2009","Carl Magnay","20","MK Dons","England",1,"-  "," ","Chelsea"
"16","01/03/2009","01/05/2009","Lee Sawyer","19","Wycombe","England",9,"-  "," ","Chelsea"
"17","09/03/2009","09/04/2009","Carl Magnay","20","Northampt. Town","England",2,"-  "," ","Chelsea"
"18","01/03/2009","30/06/2009","Morten Nielsen","19","Landskrona","Sweden",9,"400 Th. €  "," ","Chelsea"
"19","01/01/2009","30/06/2009","Sergio Tejera","18","RCD Mallorca B ","Spain",0,"250 Th. €  "," ","Chelsea"
"20","01/02/2009","01/03/2009","Fábio Ferreira","19","Oldham Athletic","England",1,"100 Th. €  "," ","Chelsea"
"21","27/11/2008","27/01/2009","Liam Bridcutt","19","Watford","England",6,"50 Th. €  "," ","Chelsea"
"22","04/08/2008","31/05/2009","Shaun Cummings","19","MK Dons","England",32,"-  "," ","Chelsea"
