"","LoanStart","LoanEnd","PlayerNames","Age","PlayerLoanClub","clubCountry","PlayerAppearences","MarketValue","MarketFluctuation","club"
"1","01/09/2014","30/06/2015","Álvaro Negredo","29","Valencia","Spain",30,"22,00 Mill. €  "," ","Manchester City"
"2","12/01/2015","30/06/2015","Matija Nastasic","21","FC Schalke 04","Germany",16,"13,00 Mill. €  "," ","Manchester City"
"3","01/09/2014","30/06/2015","Micah Richards","26","Fiorentina","Italy",10,"7,50 Mill. €  "," ","Manchester City"
"4","07/07/2014","30/06/2015","Rony Lopes","18","LOSC Lille","France",23,"4,50 Mill. €  "," ","Manchester City"
"5","10/07/2013","30/06/2015","Karim Rekik","18","PSV Eindhoven","Netherlands",29,"3,50 Mill. €  "," ","Manchester City"
"6","01/09/2014","31/05/2015","John Guidetti","22","Celtic","Scotland",24,"3,50 Mill. €  "," ","Manchester City"
"7","30/01/2015","30/06/2015","Scott Sinclair","25","Aston Villa","England",9,"3,00 Mill. €  "," ","Manchester City"
"8","19/08/2014","30/01/2015","Bruno Zuculini","21","Valencia","Spain",1,"2,00 Mill. €  "," ","Manchester City"
"9","31/01/2015","30/06/2015","Bruno Zuculini","21","Córdoba CF","Spain",8,"2,00 Mill. €  "," ","Manchester City"
"10","20/07/2014","03/01/2015","Albert Rusnák","20","SC Cambuur","Netherlands",17,"750 Th. €  "," ","Manchester City"
"11","12/08/2014","30/06/2015","Jason Denayer","19","Celtic","Scotland",29,"500 Th. €  "," ","Manchester City"
"12","20/01/2014","31/12/2014","Eirik Johansen","21","Sandefjord","Norway",0,"300 Th. €  "," ","Manchester City"
"13","19/08/2014","05/01/2015","Adam Drury","20","St. Mirren","Scotland",12,"50 Th. €  "," ","Manchester City"
"14","01/02/2015","30/06/2016","Divine Naah","18","NAC Breda","Netherlands",9,"650 Th. €  "," ","Manchester City"
"15","28/11/2014","03/05/2015","Seko Fofana","19","Fulham","England",21,"500 Th. €  "," ","Manchester City"
"16","08/01/2015","30/06/2015","Sinan Bytyqi","19","SC Cambuur","Netherlands",8,"500 Th. €  "," ","Manchester City"
"17","05/08/2014","31/08/2014","Emyr Huws","20","Wigan","England",16,"300 Th. €  "," ","Manchester City"
"18","22/01/2015","10/05/2015","Devante Cole","19","MK Dons","England",15,"250 Th. €  "," ","Manchester City"
"19","19/08/2014","03/01/2015","Devante Cole","19","Barnsley FC","England",19,"150 Th. €  "," ","Manchester City"
"20","12/08/2014","31/05/2015","Greg Leigh","19","Crewe Alexandra","England",38,"100 Th. €  "," ","Manchester City"
"21","06/03/2015","31/10/2015","Shay Facey","20","NYCFC","United States",23,"100 Th. €  "," ","Manchester City"
"22","25/03/2015","30/06/2015","Dominic Oduro","20","Frej","Sweden",12,"100 Th. €  "," ","Manchester City"
"23","02/07/2014","02/01/2015","Ellis Plummer","19","St. Mirren","Scotland",6,"50 Th. €  "," ","Manchester City"
"24","01/09/2014","02/02/2015","Dominic Oduro","19","Mouscron","Belgium",0,"50 Th. €  "," ","Manchester City"
"25","01/08/2014","31/12/2014","Divine Naah","18","Strømsgodset","Norway",0,"50 Th. €  "," ","Manchester City"
"26","01/08/2014","01/01/2015","Billy O'Brien","18","Hyde United","England",0,"-  "," ","Manchester City"
"27","01/10/2014","25/11/2014","Jordy Hiwula","20","Yeovil Town","England",8,"-  "," ","Manchester City"
"28","30/01/2015","30/04/2015","George Evans","20","Scunthorpe Utd.","England",16,"-  "," ","Manchester City"
"29","31/01/2015","30/08/2015","Chidiebere Nwakali","18","A. Malagueño","Spain",0,"-  "," ","Manchester City"
"30","02/02/2015","05/05/2015","Jordy Hiwula","20","Walsall","England",19,"-  "," ","Manchester City"
