"","LoanStart","LoanEnd","PlayerNames","Age","PlayerLoanClub","clubCountry","PlayerAppearences","MarketValue","MarketFluctuation","club"
"1","29/01/2010","30/06/2010","Zoran Tosic","22","1. FC Köln","Germany",13,"5,50 Mill. €  "," ","Manchester United"
"2","01/08/2009","31/12/2009","Mame Diouf","21","Molde FK","Norway",0,"2,50 Mill. €  "," ","Manchester United"
"3","25/01/2010","16/03/2010","Danny Welbeck","19","Preston NE","England",8,"2,50 Mill. €  "," ","Manchester United"
"4","15/08/2009","08/11/2009","Tom Heaton","23","QPR","England",0,"1,50 Mill. €  "," ","Manchester United"
"5","13/11/2009","31/01/2010","Tom Heaton","23","Rochdale","England",12,"1,50 Mill. €  "," ","Manchester United"
"6","12/02/2010","01/05/2010","Tom Heaton","23","Wycombe","England",16,"1,50 Mill. €  "," ","Manchester United"
"7","14/08/2009","31/12/2009","Danny Simpson","22","Newcastle","England",39,"1,10 Mill. €  "," ","Manchester United"
"8","01/07/2009","31/12/2009","Rodrigo Possebon","20","Braga","Portugal",0,"800 Th. €  "," ","Manchester United"
"9","18/08/2009","31/05/2010","Tom Cleverley","20","Watford","England",33,"750 Th. €  "," ","Manchester United"
"10","01/09/2009","31/12/2009","David Gray","21","Plymouth","England",12,"400 Th. €  "," ","Manchester United"
"11","14/08/2009","31/05/2010","Danny Drinkwater","19","Huddersfield","England",33,"150 Th. €  "," ","Manchester United"
"12","29/10/2009","29/11/2009","Ben Amos","19","Peterborough","England",1,"100 Th. €  "," ","Manchester United"
"13","06/03/2010","30/06/2010","Ben Amos","19","Molde FK","Norway",8,"100 Th. €  "," ","Manchester United"
"14","01/09/2009","01/10/2009","James Chester","20","Plymouth","England",3,"50 Th. €  "," ","Manchester United"
"15","01/09/2009","01/10/2009","Scott Moffatt","18","Altrincham","England",0,"-  "," ","Manchester United"
"16","01/02/2010","01/05/2010","Sam Hewson","21","Bury","England",7,"-  "," ","Manchester United"
"17","14/09/2009","04/01/2010","Craig Cathcart","20","Watford","England",12,"1,00 Mill. €  "," ","Manchester United"
"18","01/02/2010","01/05/2010","Matty James","18","Preston NE","England",18,"800 Th. €  "," ","Manchester United"
"19","04/11/2009","04/02/2010","Febian Brandy","20","Gillingham FC","England",7,"750 Th. €  "," ","Manchester United"
